ID_new,ID,Author,year,title,longtitude,latitude,longtitude_temp,latitude_temp,province,site,depth,annual mean precipitation,annual mean temperature,landuse type,field type,soil type,soil_ty temp,soilty_usda,reference,ph,ph_extractant,som,som_unit,soc,soc_unit,tc,tc_unit,clay,clay_hwsd,silt,sand,caco3[g/kg],Alox[mg/kg],Feox[mg/kg],Pox[mg/kg],ref,pcacl2,pcacl2_unit,polsen[mg/kg],ptotal[g/kg],Qmax[mg/kg],Qmax_unit,KL[L/mg],KL_unit,
510,528,Wenzhi Liu,2010,Phosphorus sorption and desorption characteristics of wetland soils from a subtropical reservoir,111.4,33.2,,,Hubei,Danjiangkou Reservoir,0-10,,,cropland,,alluvial soil,???,alluvial,,,,,,,,,,,,,,,1095.39,1233.68,,Bao 2000,,,,,556,mg/kg,0.051,L/mg,no SOC.PH
511,529,Wenzhi Liu,2010,Phosphorus sorption and desorption characteristics of wetland soils from a subtropical reservoir,111.4,33.2,,,Hubei,Danjiangkou Reservoir,0-10,,,cropland,,alluvial soil,???,alluvial,,,,,,,,,,,,,,,1023.57,3799.04,,Bao 2000,,,,,1021,mg/kg,0.075,L/mg,no SOC.PH
512,530,Wenzhi Liu,2010,Phosphorus sorption and desorption characteristics of wetland soils from a subtropical reservoir,111.4,33.2,,,Hubei,Danjiangkou Reservoir,0-10,,,cropland,,alluvial soil,???,alluvial,,,,,,,,,,,,,,,723.6,3175.2,,Bao 2000,,,,,997,mg/kg,0.075,L/mg,no SOC.PH
513,531,Wenzhi Liu,2010,Phosphorus sorption and desorption characteristics of wetland soils from a subtropical reservoir,111.4,33.2,,,Hubei,Danjiangkou Reservoir,0-10,,,cropland,,alluvial soil,???,alluvial,,,,,,,,,,,,,,,1125.63,2431.52,,Bao 2000,,,,,909,mg/kg,0.06,L/mg,no SOC.PH
514,532,Wenzhi Liu,2010,Phosphorus sorption and desorption characteristics of wetland soils from a subtropical reservoir,111.4,33.2,,,Hubei,Danjiangkou Reservoir,0-10,,,cropland,,alluvial soil,???,alluvial,,,,,,,,,,,,,,,814.86,1759.52,,Bao 2000,,,,,714,mg/kg,0.039,L/mg,no SOC.PH
515,533,Wenzhi Liu,2010,Phosphorus sorption and desorption characteristics of wetland soils from a subtropical reservoir,111.4,33.2,,,Hubei,Danjiangkou Reservoir,0-10,,,cropland,,alluvial soil,???,alluvial,,,,,,,,,,,,,,,738.72,1928.64,,Bao 2000,,,,,476,mg/kg,0.043,L/mg,no SOC.PH
516,534,Wenzhi Liu,2010,Phosphorus sorption and desorption characteristics of wetland soils from a subtropical reservoir,111.4,33.2,,,Hubei,Danjiangkou Reservoir,0-10,,,cropland,,alluvial soil,???,alluvial,,,,,,,,,,,,,,,956.34,1658.16,,Bao 2000,,,,,556,mg/kg,0.075,L/mg,no SOC.PH
517,535,Wenzhi Liu,2010,Phosphorus sorption and desorption characteristics of wetland soils from a subtropical reservoir,111.4,33.2,,,Hubei,Danjiangkou Reservoir,0-10,,,cropland,,alluvial soil,???,alluvial,,,,,,,,,,,,,,,758.43,2013.2,,Bao 2000,,,,,714,mg/kg,0.092,L/mg,no SOC.PH
518,536,Xiangcan Jin,2006,"LABORATORY EXPERIMENTS ON PHOSPHOROUS RELEASE FROM THE SEDIMENTS OF 9 LAKES IN THE MIDDLE AND LOWER REACHES OF YANGTZE RIVER REGION, CHINA",116.63,29.42,,,,poyang lake,0-10,,,sediment,,,,other,,,,1.2,%,,,,,4.7,,61.8,33.5,,,,,,,,,0.428,593,mg/kg,,,
519,537,Xiangcan Jin,2006,"LABORATORY EXPERIMENTS ON PHOSPHOROUS RELEASE FROM THE SEDIMENTS OF 9 LAKES IN THE MIDDLE AND LOWER REACHES OF YANGTZE RIVER REGION, CHINA",116.63,29.42,,,,poyang lake,0-10,,,sediment,,,,other,,,,0.9,%,,,,,4.6,,58.3,37.1,,,,,,,,,0.324,582,mg/kg,,,
520,538,Xiangcan Jin,2006,"LABORATORY EXPERIMENTS ON PHOSPHOROUS RELEASE FROM THE SEDIMENTS OF 9 LAKES IN THE MIDDLE AND LOWER REACHES OF YANGTZE RIVER REGION, CHINA",116.63,29.42,,,,poyang lake,0-10,,,sediment,,,,other,,,,0.7,%,,,,,4.2,,53.6,42.2,,,,,,,,,0.291,595,mg/kg,,,
521,539,Xiangcan Jin,2006,"LABORATORY EXPERIMENTS ON PHOSPHOROUS RELEASE FROM THE SEDIMENTS OF 9 LAKES IN THE MIDDLE AND LOWER REACHES OF YANGTZE RIVER REGION, CHINA",114.25,29.42,,,,dongting lake,0-10,,,sediment,,,,other,,,,2,%,,,,,7.2,,75.5,17.3,,,,,,,,,0.948,802.5,mg/kg,,,
522,540,Xiangcan Jin,2006,"LABORATORY EXPERIMENTS ON PHOSPHOROUS RELEASE FROM THE SEDIMENTS OF 9 LAKES IN THE MIDDLE AND LOWER REACHES OF YANGTZE RIVER REGION, CHINA",114.25,29.42,,,,dongting lake,0-10,,,sediment,,,,other,,,,1.9,%,,,,,6.8,,74.3,18.9,,,,,,,,,0.775,743.7,mg/kg,,,
523,541,Xiangcan Jin,2006,"LABORATORY EXPERIMENTS ON PHOSPHOROUS RELEASE FROM THE SEDIMENTS OF 9 LAKES IN THE MIDDLE AND LOWER REACHES OF YANGTZE RIVER REGION, CHINA",118.52,33.38,,,,hongze lake,0-10,,,sediment,,,,other,,,,2.1,%,,,,,7,,68.5,24.5,,,,,,,,,0.64,714.3,mg/kg,,,
524,542,Xiangcan Jin,2006,"LABORATORY EXPERIMENTS ON PHOSPHOROUS RELEASE FROM THE SEDIMENTS OF 9 LAKES IN THE MIDDLE AND LOWER REACHES OF YANGTZE RIVER REGION, CHINA",120.25,31.4,,,,gong lake,0-10,,,sediment,,,,other,,8.9,,1.4,%,,,,,5.4,,58.5,36.1,,,,,,,,,0.307,321.8,mg/kg,,,
525,543,Xiangcan Jin,2006,"LABORATORY EXPERIMENTS ON PHOSPHOROUS RELEASE FROM THE SEDIMENTS OF 9 LAKES IN THE MIDDLE AND LOWER REACHES OF YANGTZE RIVER REGION, CHINA",120.17,31.42,,,,meiliang lake,0-10,,,sediment,,,,other,,,,1.5,%,,,,,7.5,,77.9,14.6,,,,,,,,,0.551,526.3,mg/kg,,,
526,544,Xiangcan Jin,2006,"LABORATORY EXPERIMENTS ON PHOSPHOROUS RELEASE FROM THE SEDIMENTS OF 9 LAKES IN THE MIDDLE AND LOWER REACHES OF YANGTZE RIVER REGION, CHINA",120.27,31.52,,,,wuli lake,0-10,,,sediment,,,,other,,7.86,,3.2,%,,,,,8,,76,16,,,,,,,,,0.809,798.3,mg/kg,,,
527,545,Xiangcan Jin,2006,"LABORATORY EXPERIMENTS ON PHOSPHOROUS RELEASE FROM THE SEDIMENTS OF 9 LAKES IN THE MIDDLE AND LOWER REACHES OF YANGTZE RIVER REGION, CHINA",120.32,31.17,,,,east taihu lake,0-10,,,sediment,,,,other,,,,1.8,%,,,,,6.4,,54.6,39,,,,,,,,,0.405,307.7,mg/kg,,,
528,546,Xiangcan Jin,2006,"LABORATORY EXPERIMENTS ON PHOSPHOROUS RELEASE FROM THE SEDIMENTS OF 9 LAKES IN THE MIDDLE AND LOWER REACHES OF YANGTZE RIVER REGION, CHINA",118.78,32.05,,,,xuanwu lake,0-10,,,sediment,,,,other,,,,4,%,,,,,3.7,,78,18.3,,,,,,,,,1.036,666.7,mg/kg,,,
529,547,Xiangcan Jin,2006,"LABORATORY EXPERIMENTS ON PHOSPHOROUS RELEASE FROM THE SEDIMENTS OF 9 LAKES IN THE MIDDLE AND LOWER REACHES OF YANGTZE RIVER REGION, CHINA",113.68,29.97,,,,yue lake,0-10,,,sediment,,,,other,,,,6.2,%,,,,,6.3,,81.8,11.9,,,,,,,,,1.64,833.3,mg/kg,,,
530,548,Xiangcan Jin,2006,"LABORATORY EXPERIMENTS ON PHOSPHOROUS RELEASE FROM THE SEDIMENTS OF 9 LAKES IN THE MIDDLE AND LOWER REACHES OF YANGTZE RIVER REGION, CHINA",113.68,29.97,,,,yue lake,0-10,,,sediment,,,,other,,,,7.4,%,,,,,6.9,,83.1,10,,,,,,,,,2.051,1056.3,mg/kg,,,
531,549,Xiaodong Guo,1997,????????????????????,103.83,36.1,,,Gansu,lanzhou,0-20,,,cropland,,???,,Inceptisols,,8.6,h2o,15.6,g/kg,,,,,17.2,,,,110.4,,,,,,,19,0.884,541.4,mg/kg,3.6,,no unit for kl
532,550,Xiaodong Guo,1997,????????????????????,104.63,35.58,,,Gansu,dingxi,0-20,,,cropland,,???,,Mollisols,,8.7,h2o,13.2,g/kg,,,,,17.5,,,,136.6,,,,,,,14,0.732,541.6,mg/kg,3.18,,no unit for kl
533,551,Xiaodong Guo,1997,????????????????????,104.63,35.58,,,Gansu,dingxi,0-20,,,cropland,,???,,Mollisols,,8.6,h2o,16.5,g/kg,,,,,18.2,,,,104.3,,,,,,,21,0.861,565.8,mg/kg,3.73,,no unit for kl
534,552,Xiaodong Guo,1997,????????????????????,104.63,35.58,,,Gansu,dingxi,0-20,,,cropland,,???,,Mollisols,,8.9,h2o,8.4,g/kg,,,,,17.7,,,,138.8,,,,,,,15,0.786,459.8,mg/kg,4.61,,no unit for kl
535,553,Xiaodong Guo,1997,????????????????????,105.08,37.41,,,Gansu,jingyuan,0-20,,,cropland,,???,,Aridisols,,8.7,h2o,14,g/kg,,,,,17.2,,,,99,,,,,,,15,0.686,478.2,mg/kg,2.85,,no unit for kl
536,554,Xiaodong Guo,1997,????????????????????,107.19,35.69,,,Gansu,zhenyuan,0-20,,,cropland,,?????,,Inceptisols,,8.6,h2o,10.4,g/kg,,,,,17.5,,,,105.7,,,,,,,12,0.687,572.4,mg/kg,4.77,,no unit for kl
537,555,Xiaodong Guo,1997,????????????????????,107.19,35.69,,,Gansu,zhenyuan,0-20,,,cropland,,?????,,Inceptisols,,8.6,h2o,12,g/kg,,,,,16.2,,,,91,,,,,,,14,0.758,577.1,mg/kg,3.32,,no unit for kl
538,556,Xiaodong Guo,1997,????????????????????,102.85,37.67,,,Gansu,huangyangzhen,0-20,,,cropland,,???,,Inceptisols,,8.6,h2o,19.5,g/kg,,,,,23.6,,,,147.2,,,,,,,26,0.73,583,mg/kg,3.58,,no unit for kl
539,557,Xiaodong Guo,1997,????????????????????,102.85,37.67,,,Gansu,huangyangzhen,0-20,,,cropland,,???,,Inceptisols,,8.6,h2o,18,g/kg,,,,,18.1,,,,109.7,,,,,,,70,1.103,566.4,mg/kg,3.25,,no unit for kl
540,558,Xiaodong Guo,1997,????????????????????,102.85,37.67,,,Gansu,huangyangzhen,0-20,,,cropland,,???,,Inceptisols,,8.7,h2o,16.6,g/kg,,,,,20,,,,119.1,,,,,,,42,1.026,545.4,mg/kg,3.1,,no unit for kl
541,559,Xiaodong Guo,1997,????????????????????,99.84,39.83,,,Gansu,gaotai,0-20,,,cropland,,???,,Inceptisols,,9,h2o,13,g/kg,,,,,16,,,,68,,,,,,,18,0.587,544.4,mg/kg,1.28,,no unit for kl
542,560,Xiaohong Shi,2008,?????????????????,,,,,Sichuan,peiling,0-15,,,,paddy,???,,Inceptisols,,6.86,h2o,14.8,g/kg,,,,,17.7,,,,,667,3030,,Lu 2000,,,,0.429,,,,,no data on Qmax
543,561,Xiaohong Shi,2008,?????????????????,,,,,Sichuan,peiling,0-15,,,,cropland,???,,Inceptisols,,6.77,h2o,9.8,g/kg,,,,,20.7,,,,,3628,903,,Lu 2000,,,,0.334,,,,,no data on Qmax
544,562,Xiaohong Shi,2008,?????????????????,,,,,Sichuan,fengjie,0-15,,,,paddy,??,,Inceptisols,,7.5,h2o,46.9,g/kg,,,,,16.1,,,,,1690,6870,,Lu 2000,,,,0.85,,,,,no data on Qmax
545,563,Xiaohong Shi,2008,?????????????????,,,,,Sichuan,fengjie,0-15,,,,cropland,??,,Inceptisols,,4.69,h2o,16.5,g/kg,,,,,47.7,,,,,1650,1160,,Lu 2000,,,,0.636,,,,,no data on Qmax
546,564,Xiaohong Shi,2008,?????????????????,,,,,Sichuan,kaixian,0-15,,,,paddy,???,,Inceptisols,,7.19,h2o,22.6,g/kg,,,,,7.6,,,,,541,2170,,Lu 2000,,,,0.568,,,,,no data on Qmax
547,565,Xiaohong Shi,2008,?????????????????,,,,,Sichuan,kaixian,0-15,,,,cropland,???,,Inceptisols,,8.5,h2o,16.1,g/kg,,,,,11.8,,,,,516,1010,,Lu 2000,,,,0.531,,,,,no data on Qmax
548,566,Xiaohong Shi,2004,??????????????,108.67,31.08,108.67,31.08,,,0-20,,,,,????,,Inceptisols,,7.17,h2o,26.3,g/kg,,,,,,,,,29.3,993,3026,,Mckeague and Day 1966,,,10.1,0.562,419.7,mg/kg,0.412,L/mg,
549,567,Xiaohong Shi,2004,??????????????,108.67,31.08,108.67,31.08,,,0-20,,,,,????,,Inceptisols,,7,h2o,15,g/kg,,,,,,,,,40.3,876,1068,,Mckeague and Day 1966,,,13.6,0.598,296.7,mg/kg,0.301,L/mg,
550,568,Xiaohong Shi,2004,??????????????,108.67,31.08,108.67,31.08,,,0-20,,,,,???,,Inceptisols,,6.93,h2o,18.3,g/kg,,,,,,,,,22.8,851,1949,,Mckeague and Day 1966,,,11.1,0.568,322.2,mg/kg,0.296,L/mg,
551,569,Xiaohong Shi,2004,??????????????,108.67,31.08,108.67,31.08,,,0-20,,,,,??,,Inceptisols,,7.36,h2o,28.4,g/kg,,,,,,,,,64.8,1326,2854,,Mckeague and Day 1966,,,14,0.661,547.8,mg/kg,0.56,L/mg,
552,570,Xiaohong Shi,2004,??????????????,108.67,31.08,108.67,31.08,,,0-20,,,,,???,,Inceptisols,,7.05,h2o,17.2,g/kg,,,,,,,,,25.2,720,1519,,Mckeague and Day 1966,,,11,0.53,249.7,mg/kg,0.267,L/mg,
553,571,Xiaomei Gou,2020,Effects of different long-term cropping systems on phosphorus adsorption and desorption characteristics in red soils,102.16,26.81,,,Sichuan,Miyi,0-20,,,,abandoned cropland,red soils,,Ultisols,,5.18,h2o,11.74,g/kg,,,,,38.3,,,,,1190,3600,,Mehra and Jackson 1960,,,,2.13,3856.68,mg/kg,0.006,L/mg,
554,572,Xiaomei Gou,2020,Effects of different long-term cropping systems on phosphorus adsorption and desorption characteristics in red soils,102.16,26.8,,,Sichuan,Miyi,0-20,,,cropland,cropland,red soils,,Ultisols,,5.26,h2o,26.7,g/kg,,,,,37.9,,,,,1450,2810,,Mehra and Jackson 1960,,,,2.32,1865.09,mg/kg,0.01,L/mg,
555,573,Xiaomei Gou,2020,Effects of different long-term cropping systems on phosphorus adsorption and desorption characteristics in red soils,102.11,26.84,,,Sichuan,Miyi,0-20,,,cropland,cropland,red soils,,Ultisols,,5.29,h2o,19.99,g/kg,,,,,33.6,,,,,1600,3250,,Mehra and Jackson 1960,,,,3.98,1253.99,mg/kg,0.016,L/mg,
556,574,Xiaomei Gou,2020,Effects of different long-term cropping systems on phosphorus adsorption and desorption characteristics in red soils,102.16,26.79,,,Sichuan,Miyi,0-20,,,cropland,cropland,red soils,,Ultisols,,6.78,h2o,9.37,g/kg,,,,,8.8,,,,,520,2050,,Mehra and Jackson 1960,,,,4.03,619.86,mg/kg,0.033,L/mg,
557,575,Xiaomei Gou,2020,Effects of different long-term cropping systems on phosphorus adsorption and desorption characteristics in red soils,102.12,26.76,,,Sichuan,Miyi,0-20,,,,tobacco,red soils,,Ultisols,,5.46,h2o,12.32,g/kg,,,,,32.3,,,,,1240,2200,,Mehra and Jackson 1960,,,,2.24,3477.17,mg/kg,0.007,L/mg,
558,576,Xiaomei Gou,2020,Effects of different long-term cropping systems on phosphorus adsorption and desorption characteristics in red soils,102.14,26.81,,,Sichuan,Miyi,0-20,,,,tobacco-walnut,red soils,,Ultisols,,5.36,h2o,12.57,g/kg,,,,,39.6,,,,,1480,3200,,Mehra and Jackson 1960,,,,2.7,1626.27,mg/kg,0.019,L/mg,
559,577,Xiaomei Zheng,2020,Biochar-induced soil phosphate sorption and availability depend on soil properties: a microcosm study,115.92,28.75,,,Jiangxi,Nanchang,0-20,,,cropland,vegetable,Inceptisols,,Inceptisols,,7.24,h2o,,,23.55,g/kg,,,4.6,,,,,,,,,,,34.04,0.608,252.7,mg/kg,0.06,L/mg,
560,578,Xiaomei Zheng,2020,Biochar-induced soil phosphate sorption and availability depend on soil properties: a microcosm study,116.21,28.7,,,Jiangxi,Jixian,0-20,,,cropland,vegetable,Ultisol,,Ultisols,,4.48,h2o,,,0.76,g/kg,,,30,,,,,,,,,,,3.62,0.179,692,mg/kg,3.29,L/mg,
561,579,Xiaoni Wu,2020,Effects of Ageratina adenophora Invasion on the Understory Community and Soil Phosphorus Characteristics of Different Forest Types in Southwest China,102.62,24.95,,,Yunnan,Kunming,,,,forest,,Cambisols,,Inceptisols,FAO,4.53,h2o,,,37.82,g/kg,,,,,,,,,,,,,,,0.241,1119,mg/kg,0.25,L/mg,
562,580,Xiaoni Wu,2020,Effects of Ageratina adenophora Invasion on the Understory Community and Soil Phosphorus Characteristics of Different Forest Types in Southwest China,102.62,24.95,,,Yunnan,Kunming,,,,forest,,Cambisols,,Inceptisols,FAO,4.57,h2o,,,0.74,g/kg,,,,,,,,,,,,,,,0.251,1570,mg/kg,0.27,L/mg,
563,581,Xiaoni Wu,2020,Effects of Ageratina adenophora Invasion on the Understory Community and Soil Phosphorus Characteristics of Different Forest Types in Southwest China,102.62,24.95,,,Yunnan,Kunming,,,,forest,,Cambisols,,Inceptisols,FAO,4.37,h2o,,,43.76,g/kg,,,,,,,,,,,,,,,0.326,1467,mg/kg,0.21,L/mg,
564,582,Xiaoni Wu,2020,Effects of Ageratina adenophora Invasion on the Understory Community and Soil Phosphorus Characteristics of Different Forest Types in Southwest China,102.62,24.95,,,Yunnan,Kunming,,,,forest,,Cambisols,,Inceptisols,FAO,4.39,h2o,,,1.19,g/kg,,,,,,,,,,,,,,,0.313,1632,mg/kg,0.29,L/mg,
565,583,Xiaoni Wu,2020,Effects of Ageratina adenophora Invasion on the Understory Community and Soil Phosphorus Characteristics of Different Forest Types in Southwest China,102.62,24.95,,,Yunnan,Kunming,,,,forest,,Cambisols,,Inceptisols,FAO,4.27,h2o,,,47.77,g/kg,,,,,,,,,,,,,,,0.35,1665,mg/kg,0.27,L/mg,
566,584,Xiaoni Wu,2020,Effects of Ageratina adenophora Invasion on the Understory Community and Soil Phosphorus Characteristics of Different Forest Types in Southwest China,102.62,24.95,,,Yunnan,Kunming,,,,forest,,Cambisols,,Inceptisols,FAO,4.26,h2o,,,1.44,g/kg,,,,,,,,,,,,,,,0.347,1792,mg/kg,0.28,L/mg,
567,585,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,110.34,25.42,,,Guangxi,Lingchuan,0-30,,,,,Ferralosols,Ultisols,Oxisols,FAO,3.7,h2o,17.46,g/kg,,,,,49.1,,,,,1828,666.21,,Page 1982,0,,0.93,0.769,769.23,mg/kg,1.444,L/mg,thesis
568,586,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,110.34,25.42,,,Guangxi,Lingchuan,0-30,,,,,Ferralosols,Ultisols,Oxisols,FAO,7.91,h2o,22.2,g/kg,,,,,39.56,,,,,472,1138.1,,Page 1983,0,,0.93,0.313,312.5,mg/kg,0.317,L/mg,thesis
569,587,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,102.82,23.64,,,Yunnan,Jianshui,0-30,,,,,Ferralosols,,Oxisols,FAO,3.1,h2o,3.91,g/kg,,,,,57.69,,,,,1344,741.33,,Page 1984,0,,0.75,0.714,714.29,mg/kg,1.75,L/mg,thesis
570,588,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,102.82,23.64,,,Yunnan,Jianshui,0-30,,,,,Ferralosols,,Oxisols,FAO,6.92,h2o,20.17,g/kg,,,,,39.22,,,,,1033,2580.48,,Page 1985,0,,26.71,0.385,384.62,mg/kg,0.203,L/mg,thesis
571,589,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,105.47,26.2,,,Guizhou,Liuzhi,0-30,,,,,Ferralosols,,Ultisols,FAO,7.01,h2o,80.87,g/kg,,,,,42.51,,,,,2752,3626.07,,Page 1986,0.05,,41.27,0.556,555.56,mg/kg,0.146,L/mg,thesis
572,590,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,117.6,24.12,,,Fujian,Zhangpu,0-30,,,,,Ferralosols,,Ultisols,FAO,5.02,h2o,21.33,g/kg,,,,,37.01,,,,,1058,1624.78,,Page 1987,0,,3.81,0.263,263.16,mg/kg,0.494,L/mg,thesis
573,591,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,117.6,24.12,,,Fujian,Zhangpu,0-30,,,,,Ferralosols,,Ultisols,FAO,5.73,h2o,10.35,g/kg,,,,,43.67,,,,,1168,1065.95,,Page 1988,0,,0.38,0.588,588.24,mg/kg,0.895,L/mg,thesis
574,592,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,121.87,29.47,,,Zhejiang,Xiangshan,0-30,,,,,Ferralosols,,Oxisols,FAO,5.45,h2o,33.26,g/kg,,,,,20.78,,,,,1386,2447.8,,Page 1989,0.15,,51.94,0.227,227.27,mg/kg,0.135,L/mg,thesis
575,593,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,120.58,32.37,,,Jiangsu,Rugao,0-30,,,,,Anthrosols,,Inceptisols,FAO,8.18,h2o,14.85,g/kg,,,,,21.63,,,,,449,1798,,Page 1990,0.05,,22.3,0.208,208.33,mg/kg,0.102,L/mg,thesis
576,594,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,117.09,36.2,,,Shandong,Taian,0-30,,,,,Fluvisols,,Inceptisols,FAO,7.24,h2o,10.73,g/kg,,,,,30.68,,,,,588,778,,Page 1991,0.3,,21.91,0.182,181.82,mg/kg,0.196,L/mg,thesis
577,595,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,117.09,36.2,,,Shandong,Taian,0-30,,,,,Fluvisols,,Inceptisols,FAO,7.18,h2o,13.34,g/kg,,,,,31.63,,,,,699,901,,Page 1992,0.35,,17.63,0.196,196.08,mg/kg,0.181,L/mg,thesis
578,596,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,112.54,33.02,,,Henan,Nanyang,0-30,,,,,Luvisols,,Alfisols,FAO,6.97,h2o,13.81,g/kg,,,,,49.35,,,,,1158,1482,,Page 1993,0,,7.62,0.417,416.67,mg/kg,0.369,L/mg,thesis
579,597,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,109.48,36.59,,,Shaanxi,Yanan,0-30,,,,,Inceptisols,,Entisols,FAO,8.13,h2o,4.72,g/kg,,,,,18.51,,,,,246,281,,Page 1994,0,,5.54,0.179,178.57,mg/kg,0.146,L/mg,thesis
580,598,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,109.48,36.59,,,Shaanxi,Yanan,0-30,,,,,Inceptisols,,Entisols,FAO,9.2,h2o,2.23,g/kg,,,,,13.45,,,,,191,258,,Page 1995,0,,5.7,0.082,81.97,mg/kg,0.478,L/mg,thesis
581,599,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,110.2,20.05,,,Hainan,Haikou,0-30,,,,,Fluvisols,,Entisols,FAO,5.56,h2o,27.65,g/kg,,,,,28.03,,,,,1015,904,,Page 1996,0,,11.71,0.185,185.19,mg/kg,0.458,L/mg,thesis
582,600,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,112.9,30.67,,,Hubei,Qianjiang,0-30,,,,,Anthrosols,,Inceptisols,FAO,5.34,h2o,19.7,g/kg,,,,,40.24,,,,,955,1899,,Page 1997,0.5,,79.79,0.385,384.62,mg/kg,0.15,L/mg,thesis
583,601,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,112.9,30.67,,,Hubei,Qianjiang,0-30,,,,,Anthrosols,,Inceptisols,FAO,7.9,h2o,11.8,g/kg,,,,,19.42,,,,,461,1498,,Page 1998,0,,5.31,0.208,208.33,mg/kg,0.258,L/mg,thesis
584,602,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,112.94,28.27,,,Hunan,Changsha,0-30,,,,,Ferralosols,,Oxisols,FAO,5.1,h2o,17.91,g/kg,,,,,32.11,,,,,945,1705,,Page 1999,0,,27.45,0.4,400,mg/kg,0.333,L/mg,thesis
585,603,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,116.31,40.1,,,Beijing,Hiadian,0-30,,,,,Inceptisols,,Inceptisols,FAO,7.2,h2o,16.34,g/kg,,,,,24.75,,,,,922,1459,,Page 2000,0.05,,5.58,0.2,200,mg/kg,3.66,L/mg,thesis
586,604,XiaoYan,2019,????????????????????,115.95,28.55,,,Jiangxi,Nanchang,0-20,,,grassland,,Ferrosols,,Oxisols,,5.85,h2o,4.01,g/kg,,,,,,,,,,840,2000,,Lu 2000,,,4,,666.55,mg/kg,0.35,L/mg,no totalP data
587,605,XiaoYan,2019,????????????????????,115.95,28.55,,,Jiangxi,Nanchang,0-20,,,grassland,,Ferrosols,,Oxisols,,6.37,h2o,4.25,g/kg,,,,,,,,,,220,900,,Lu 2000,,,1.3,,300.24,mg/kg,0.79,L/mg,no totalP data
588,606,XiaoYan,2019,????????????????????,115.95,28.55,,,Jiangxi,Nanchang,0-20,,,forest,,Ferrosols,,Oxisols,,4.52,h2o,21.95,g/kg,,,,,,,,,,1600,3100,,Lu 2000,,,3.6,,881.01,mg/kg,0.52,L/mg,no totalP data
589,607,XiaoYan,2019,????????????????????,115.95,28.55,,,Jiangxi,Nanchang,0-20,,,nothing,,Ferrosols,,Oxisols,,6.94,h2o,8.92,g/kg,,,,,,,,,,610,610,,Lu 2000,,,2.6,,392.16,mg/kg,0.16,L/mg,no totalP data
590,608,XiaoYan,2019,????????????????????,115.95,28.55,,,Jiangxi,Nanchang,0-20,,,forest,,Ferrosols,,Oxisols,,6.29,h2o,17.88,g/kg,,,,,,,,,,700,3700,,Lu 2000,,,102,,321.18,mg/kg,0.09,L/mg,no totalP data
591,609,XiaoYan,2019,????????????????????,115.95,28.55,,,Jiangxi,Nanchang,0-20,,,forest,,Ferrosols,,Oxisols,,6.59,h2o,13.4,g/kg,,,,,,,,,,650,3100,,Lu 2000,,,33,,299.67,mg/kg,1.33,L/mg,no totalP data
592,610,XiaoYan,2019,????????????????????,115.95,28.55,,,Jiangxi,Nanchang,0-20,,,vegetable,,Ferrosols,,Oxisols,,4.42,h2o,14.4,g/kg,,,,,,,,,,1400,3400,,Lu 2000,,,9,,605.53,mg/kg,0.52,L/mg,no totalP data
593,611,XiaoYan,2019,????????????????????,115.95,28.55,,,Jiangxi,Nanchang,0-20,,,vegetable,,Ferrosols,,Oxisols,,4.58,h2o,11.01,g/kg,,,,,,,,,,1600,2700,,Lu 2000,,,4.4,,930.74,mg/kg,1.13,L/mg,no totalP data
594,612,XiaoYan,2019,????????????????????,115.95,28.55,,,Jiangxi,Nanchang,0-20,,,vegetable,,Ferrosols,,Oxisols,,4.89,h2o,7.71,g/kg,,,,,,,,,,1600,2500,,Lu 2000,,,7.2,,676.03,mg/kg,0.97,L/mg,no totalP data
