ID_new,ID,Author,year,title,longtitude,latitude,longtitude_temp,latitude_temp,province,site,depth,annual mean precipitation,annual mean temperature,landuse type,field type,soil type,soil_ty temp,soilty_usda,reference,ph,ph_extractant,som,som_unit,soc,soc_unit,tc,tc_unit,clay,clay_hwsd,silt,sand,caco3[g/kg],Alox[mg/kg],Feox[mg/kg],Pox[mg/kg],ref,pcacl2,pcacl2_unit,polsen[mg/kg],ptotal[g/kg],Qmax[mg/kg],Qmax_unit,KL[L/mg],KL_unit,
917,935,Zhihong Cao,1988,?????????????,,,,,Henan,,103.1,,,,24,???,,Inceptisols,,8.3,h2o,11.3,g/kg,,,,,26.3,,,,,,,,,,,,0.69,103.1,mg/kg,1.44,L/mg,
918,936,Zhihong Cao,1988,?????????????,,,,,Henan,,85.7,,,,25,??,,Inceptisols,,8.4,h2o,4.8,g/kg,,,,,11.4,,,,,,,,,,,,0.47,85.7,mg/kg,,L/mg,
919,937,Zhihong Cao,1988,?????????????,,,,,Jiangsu,Wuxi,317.7,,,,22,??,,Inceptisols,,6.2,h2o,27.2,g/kg,,,,,50.7,,,,,,,,,,,,0.42,317.7,mg/kg,0.91,L/mg,
920,938,Zhihong Cao,1988,?????????????,,,,,Jiangxi,Jinxian,914.3,,,,21,??,,Ultisols,,4.6,h2o,8.7,g/kg,,,,,72.9,,,,,,,,,,,,0.37,914.3,mg/kg,10.2,L/mg,
921,939,Zhihong Cao,1988,?????????????,,,,,Henan,,84.7,,,,6,??,,Inceptisols,,8.7,h2o,1.1,g/kg,,,,,7.1,,,,,,,,,,,,0.41,84.7,mg/kg,,L/mg,
922,940,Zhihong Cao,1988,?????????????,,,,,Henan,,109.4,,,,9,???,,Inceptisols,,8.6,h2o,2.6,g/kg,,,,,10.6,,,,,,,,,,,,0.55,109.4,mg/kg,,L/mg,
923,941,Zhihong Cao,1988,?????????????,,,,,Henan,,207.2,,,,11,???,,Inceptisols,,8.7,h2o,3.8,g/kg,,,,,44.3,,,,,,,,,,,,0.57,207.2,mg/kg,2.75,L/mg,
924,942,Zhihong Cao,1988,?????????????,,,,,Henan,,372.1,,,,12,???,,Inceptisols,,8.6,h2o,6.7,g/kg,,,,,51.8,,,,,,,,,,,,0.56,372.1,mg/kg,0.43,L/mg,
925,943,Zhihong Cao,1988,?????????????,,,,,Henan,,428.3,,,,15,??,,Inceptisols,,8.3,h2o,7.1,g/kg,,,,,62.6,,,,,,,,,,,,0.6,428.3,mg/kg,0.611,L/mg,
926,944,Zhihong Cao,1988,?????????????,,,,,Henan,,697.4,,,,18,??,,Inceptisols,,8.2,h2o,8.3,g/kg,,,,,78.2,,,,,,,,,,,,0.57,697.4,mg/kg,0.48,L/mg,
927,945,Zhuanxi Luo,2009,P retention capacity of agricultural headwater ditch sediments under alkaline condidtion in purple soils area,105.45,31.27,,,,,add1,,,sediment,0,,,other,,7.5,h2o,,,,,24.4,%,,,,,,58.46,2500,,Wolf and Baker 1990,,,,,234.7,mg/kg,5.99,L/mg,ditches
928,946,Zhuanxi Luo,2009,P retention capacity of agricultural headwater ditch sediments under alkaline condidtion in purple soils area,105.45,31.27,,,,,add1,,,sediment,40,,,other,,8.07,h2o,,,,,15.303,%,,,,,,47.18,1464.29,,Wolf and Baker 1990,,,,,190.14,mg/kg,2.65,L/mg,ditches
929,947,Zhuanxi Luo,2009,P retention capacity of agricultural headwater ditch sediments under alkaline condidtion in purple soils area,105.45,31.27,,,,,add1,,,sediment,80,,,other,,8.2,h2o,,,,,7.12,%,,,,,,38.46,1071.43,,Wolf and Baker 1990,,,,,122.19,mg/kg,1.65,L/mg,ditches
930,948,Zhuanxi Luo,2009,P retention capacity of agricultural headwater ditch sediments under alkaline condidtion in purple soils area,105.45,31.27,,,,,add1,,,sediment,160,,,other,,7.89,h2o,,,,,13.78,%,,,,,,43.85,1214.29,,Wolf and Baker 1990,,,,,159.45,mg/kg,2.91,L/mg,ditches
931,949,Zhuanxi Luo,2009,P retention capacity of agricultural headwater ditch sediments under alkaline condidtion in purple soils area,105.45,31.27,,,,,add1,,,sediment,320,,,other,,7.92,h2o,,,,,8.18,%,,,,,,35.9,892.857,,Wolf and Baker 1990,,,,,133.15,mg/kg,1.91,L/mg,ditches
932,950,Zhuanxi Luo,2009,P retention capacity of agricultural headwater ditch sediments under alkaline condidtion in purple soils area,105.45,31.27,,,,,add2,,,sediment,0,,,other,,7.65,h2o,,,,,27.12,%,,,,,,56.41,3125,,Wolf and Baker 1990,,,,,293.15,mg/kg,8.65,L/mg,ditches
933,951,Zhuanxi Luo,2009,P retention capacity of agricultural headwater ditch sediments under alkaline condidtion in purple soils area,105.45,31.27,,,,,add2,,,sediment,40,,,other,,7.87,h2o,,,,,21.97,%,,,,,,28.46,1750,,Wolf and Baker 1990,,,,,193.06,mg/kg,3.82,L/mg,ditches
934,952,Zhuanxi Luo,2009,P retention capacity of agricultural headwater ditch sediments under alkaline condidtion in purple soils area,105.45,31.27,,,,,add2,,,sediment,80,,,other,,7.9,h2o,,,,,16.36,%,,,,,,27.95,1553.57,,Wolf and Baker 1990,,,,,157.26,mg/kg,3.85,L/mg,ditches
935,953,Zhuanxi Luo,2009,P retention capacity of agricultural headwater ditch sediments under alkaline condidtion in purple soils area,105.45,31.27,,,,,SCD,,,sediment,0,,,other,,7.92,h2o,,,,,14.55,%,,,,,,62.05,1357.14,,Wolf and Baker 1990,,,,,182.1,mg/kg,3.92,L/mg,ditches
936,954,Zhuanxi Luo,2009,P retention capacity of agricultural headwater ditch sediments under alkaline condidtion in purple soils area,105.45,31.27,,,,,SCD,,,sediment,40,,,other,,7.68,h2o,,,,,11.21,%,,,,,,53.08,1125,,Wolf and Baker 1990,,,,,174.8,mg/kg,3.57,L/mg,ditches
937,955,Zhuanxi Luo,2009,P retention capacity of agricultural headwater ditch sediments under alkaline condidtion in purple soils area,105.45,31.27,,,,,SCD,,,sediment,80,,,other,,7.64,h2o,,,,,10.91,%,,,,,,44.62,821.43,,Wolf and Baker 1990,,,,,166.76,mg/kg,2.83,L/mg,ditches
938,956,Zi Wang,2017,?????????????????????,123.6,41.83,123.6,41.83,Liaoning,????,0-20,,,,,??,,Alfisols,,6.5,h2o,15.45,g/kg,,,,,,,,,,,,,,,,12.12,0.55,1667,mg/kg,0.159,L/mg,
939,957,Zongjian He,2011,????????????,100.08,25.6,,,Yunnan,Erhai lake ,0-10,,,sediment,,,,other,,7.81,h2o,28.4,g/kg,,,,,,,,,,,,,,,,,1.108,904.6,mg/kg,0.6,L/mg,
940,958,Zongjian He,2011,????????????,100.08,25.6,,,Yunnan,Erhai lake ,0-10,,,sediment,,,,other,,7.21,h2o,142.9,g/kg,,,,,,,,,,,,,,,,,0.915,1420.34,mg/kg,1.62,L/mg,
941,959,Zongjian He,2011,????????????,100.08,25.6,,,Yunnan,Erhai lake ,0-10,,,sediment,,,,other,,7.54,h2o,31.1,g/kg,,,,,,,,,,,,,,,,,1.011,966.24,mg/kg,0.49,L/mg,
942,960,Zongjian He,2011,????????????,100.08,25.6,,,Yunnan,Erhai lake ,0-10,,,sediment,,,,other,,7.52,h2o,155.6,g/kg,,,,,,,,,,,,,,,,,0.756,1141.81,mg/kg,0.75,L/mg,
943,961,Zongjian He,2011,????????????,100.08,25.6,,,Yunnan,Erhai lake ,0-10,,,sediment,,,,other,,7.52,h2o,25.7,g/kg,,,,,,,,,,,,,,,,,0.927,927.08,mg/kg,1.14,L/mg,
944,962,Zongjian He,2011,????????????,100.08,25.6,,,Yunnan,Erhai lake ,0-10,,,sediment,,,,other,,7.39,h2o,31.1,g/kg,,,,,,,,,,,,,,,,,1.009,960.16,mg/kg,0.94,L/mg,
945,963,Zongjian He,2011,????????????,100.08,25.6,,,Yunnan,Erhai lake ,0-10,,,sediment,,,,other,,7.46,h2o,30.8,g/kg,,,,,,,,,,,,,,,,,1.055,1088.08,mg/kg,0.49,L/mg,
946,964,Zongjian He,2011,????????????,100.08,25.6,,,Yunnan,Erhai lake ,0-10,,,sediment,,,,other,,7.85,h2o,51.7,g/kg,,,,,,,,,,,,,,,,,0.698,1136.96,mg/kg,0.99,L/mg,
947,965,Zongjian He,2011,????????????,100.08,25.6,,,Yunnan,Erhai lake ,0-10,,,sediment,,,,other,,7.46,h2o,75.8,g/kg,,,,,,,,,,,,,,,,,0.746,1051.62,mg/kg,0.9,L/mg,
948,966,Zongjian He,2011,????????????,100.08,25.6,,,Yunnan,Erhai lake ,0-10,,,sediment,,,,other,,6.93,h2o,75.8,g/kg,,,,,,,,,,,,,,,,,0.685,1108.16,mg/kg,0.58,L/mg,
949,967,Bingqian Fan,2021,Investigation of differential levels of phosphorus fixation in dolomite and calcium carbonate amended red soil,113.35,23.15,113.35,23.15,Guangzhou,Wushan,0-20,,,cropland/rual soil,,,,Ultisols,,5.4,h2o,8.85,g/kg,,,,,,,,,,1130,910,203,,,,2.78,0.32,556,mg/kg,0.95,L/mg,no ref for fe/al
950,968,Bingqian Fan,2019,Strategic differences in phosphorus stabilization by alum and dolomite amendments in calcareous and red soils,,,,,Beijing,"Fangshan district, Beijing city",0-20,,,cropland,vegetable,calcareous soil,,Inceptisols,,7.56,h2o,11.4,g/kg,,,,,15.1,,57.8,,,,,,,,,223,1.079,570,mg/kg,0.56,L/mg,
951,969,Bingqian Fan,2019,Strategic differences in phosphorus stabilization by alum and dolomite amendments in calcareous and red soils,,,,,Guangdong,Zhanjiang,0-20,,,cropland,vegetable,red soil,,Ultisols,,6.04,h2o,23.9,g/kg,,,,,26,,40,,,,,,,,,87.6,1.246,633,mg/kg,1.48,L/mg,
952,970,Haoming Fan,2014,Effects of freeze–thaw cycles on phosphorus adsorption and desorptionin the black soil of northeastern China,126.56,48.35,,,Heilongjiang,Chansghui river,0-20,,,cropland,,black soil,,Alfisols,,5.85,h2o,57.1,g/kg,,,,,32.4,,19.86,,,,,,,,,21,0.902,450.075,mg/kg,0.06325,L/mg,
953,971,Fei Chao,2022,Substituting Manure with Rice Husk to Improve Phosphorus Adsorption and Immobilization in High Phosphorus Accumulated Greenhouse Vegetable Soil,118.75,36.92,,,Shandong,Shouguang,0-30,,,cropland,vegetable,Molic Gleysol,,Mollisols,FAO,7.45,h2o,11.1,g/kg,,,,,39,,54,,,,,,,,,51.31,0.976,522,mg/kg,0.100502513,L/mg,
954,972,Fei Chao,2022,Substituting Manure with Rice Husk to Improve Phosphorus Adsorption and Immobilization in High Phosphorus Accumulated Greenhouse Vegetable Soil,118.75,36.92,,,Shandong,Shouguang,0-30,,,cropland,vegetable,Molic Gleysol,,Mollisols,FAO,7.09,h2o,16.5,g/kg,,,,,39,,54,,,,,,,,,139.01,0.928,396,mg/kg,0.552486188,L/mg,
955,973,Fei Chao,2022,Substituting Manure with Rice Husk to Improve Phosphorus Adsorption and Immobilization in High Phosphorus Accumulated Greenhouse Vegetable Soil,118.75,36.92,,,Shandong,Shouguang,0-30,,,cropland,vegetable,Molic Gleysol,,Mollisols,FAO,7.24,h2o,20.3,g/kg,,,,,39,,54,,,,,,,,,89.53,0.966,508,mg/kg,0.127713921,L/mg,
956,974,Fei Chao,2022,Substituting Manure with Rice Husk to Improve Phosphorus Adsorption and Immobilization in High Phosphorus Accumulated Greenhouse Vegetable Soil,118.75,36.92,,,Shandong,Shouguang,0-30,,,cropland,vegetable,Molic Gleysol,,Mollisols,FAO,7.34,h2o,18.4,g/kg,,,,,39,,54,,,,,,,,,116.23,0.961,507,mg/kg,0.199203187,L/mg,
957,975,Bin Guo,2009,Phosphorus Adsorption and Bioavailability in a Paddy Soil Amended with Pig Manure Compost and Decaying Rice Straw,119.4,31.72,,,Jiangsu,Jintan,0-20,,,cropland,rice,Feleachi Stagnic Anthroso,,Inceptisols,,5.46,h2o,,,13.7,g/kg,,,,,,,,,,,,,,26,0.42,630,mg/kg,0.087,L/mg,
958,976,Weiyi Han,2021,The Influence of Mechanical Composition and Mineral Composition of Calcareous Soil on Slope Farmland on Phosphorus Fixation,110.8,31.12,,,Hubei,Xingshan,0-20,,,cropland,farmland,calcaric,,Calcisols,,7.64,h2o,15.1,g/kg,,,,,3.42,,37.2,,,,,,,,,48.75,0.88,349,mg/kg,0.075,L/mg,
959,977,Weiyi Han,2021,The Influence of Mechanical Composition and Mineral Composition of Calcareous Soil on Slope Farmland on Phosphorus Fixation,110.8,31.12,,,Hubei,Xingshan,0-20,,,cropland,farmland,calcaric,,Calcisols,,7.52,h2o,13.4,g/kg,,,,,3.26,,37.13,,,,,,,,,50.22,0.87,351,mg/kg,0.074,L/mg,
960,978,Ying Han,2019,Optimum biochar preparations enhance phosphorus availability in amended Mollisols of Northeast China,125.13,48.2,,,Heilongjiang,Kenshan farm,0-10,,,cropland,,Mollisol,,Mollisols,,5.77,h2o,,,51.03,g/kg,,,33,,45,,,,,,,,,43.05,0.86,1383,mg/kg,0.575,L/mg,
961,979,Hui Hua,2022,"Phosphorus adsorption, availability, and potential loss characteristics in an Ultisol-derived paddy soil chronosequence, using a stirred-flow chamber study",116.93,28.26,,,Jiangxi,Yingtan,0-20,,,cropland,,Ultisol,,Ultisols,,4.68,,17.9,g/kg,,,,,27.79,,,,,,,,,,,,0.131,965.25,mg/kg,0.065,L/mg,
962,980,Jun Jiang,2015,Mobilization of phosphate in variable-charge soils amended with biochars derived from crop straws,110,19.77,,,Hainan,Chengmai,,,,arable,,Oxisol (Typic Acrorthox) ,,Oxisols,,5.04,h2o,7.86,g/kg,,,,,,,,,,5170,2930,,,,,,,1883.56,mg/kg,,,
963,981,Jun Jiang,2015,Mobilization of phosphate in variable-charge soils amended with biochars derived from crop straws,109.82,19.52,,,Hianan,Kunlun,,,,arable,,Ultisol (Typic Paleudults) ,,Ultisols,,4.96,h2o,8.42,g/kg,,,,,,,,,,3250,670,,,,,,,763.84,mg/kg,,,
964,982,Yan Jiang,2022,Effects of environmental factors on phosphorus adsorption capacity and release risk in lake sediments,125.65,43.08,,,Jilin,Changchun,,,,,,,,Mollisols,,6.81,h2o,,,21.61,g/kg,,,20.17,,,,,,,,,,,,0.297,433.37,mg/kg,,,
965,983,Kejie Li,2022,Unveiling the role of dissolved organic matter on phosphorus sorption and availability in a 5-year manure amended paddy soil,115.12,28.25,,,Jiangxi,Sixi,0-20,,,cropland,rice,Fe-accumul-Stagnic Anthrosols,,Entisols,,5.3,h2o,,,16.33,g/kg,,,1.22,,28.15,,,840,2230,,,,,,0.436,759.24,mg/kg,0.704,L/mg,no data on fe/al ref 
966,984,Kejie Li,2022,Unveiling the role of dissolved organic matter on phosphorus sorption and availability in a 5-year manure amended paddy soil,115.12,28.25,,,Jiangxi,Sixi,0-20,,,cropland,rice,Fe-accumul-Stagnic Anthrosols,,Entisols,,5.17,h2o,,,16.08,g/kg,,,1.46,,30.54,,,820,2190,,,,,,0.401,795.18,mg/kg,0.064,L/mg,no data on fe/al ref 
967,985,Kejie Li,2022,Unveiling the role of dissolved organic matter on phosphorus sorption and availability in a 5-year manure amended paddy soil,115.12,28.25,,,Jiangxi,Sixi,0-20,,,cropland,rice,Fe-accumul-Stagnic Anthrosols,,Entisols,,5.18,h2o,,,17.19,g/kg,,,1.07,,26.79,,,870,1960,,,,,,0.582,749.45,mg/kg,0.04,L/mg,no data on fe/al ref 
968,986,Kejie Li,2022,Unveiling the role of dissolved organic matter on phosphorus sorption and availability in a 5-year manure amended paddy soil,115.12,28.25,,,Jiangxi,Sixi,0-20,,,cropland,rice,Fe-accumul-Stagnic Anthrosols,,Entisols,,5.28,h2o,,,15.86,g/kg,,,1.07,,27.48,,,770,2500,,,,,,0.446,786.25,mg/kg,0.057,L/mg,no data on fe/al ref 
969,987,Kejie Li,2022,Unveiling the role of dissolved organic matter on phosphorus sorption and availability in a 5-year manure amended paddy soil,115.12,28.25,,,Jiangxi,Sixi,0-20,,,cropland,rice,Fe-accumul-Stagnic Anthrosols,,Entisols,,5.49,h2o,,,17.96,g/kg,,,0.95,,26.76,,,800,2300,,,,,,0.533,694.56,mg/kg,0.052,L/mg,no data on fe/al ref 
970,988,Kejie Li,2022,Unveiling the role of dissolved organic matter on phosphorus sorption and availability in a 5-year manure amended paddy soil,115.12,28.25,,,Jiangxi,Sixi,0-20,,,cropland,rice,Fe-accumul-Stagnic Anthrosols,,Entisols,,5.44,h2o,,,17.79,g/kg,,,1.03,,27.26,,,870,2300,,,,,,0.535,678.29,mg/kg,0.053,L/mg,no data on fe/al ref 
971,989,Jianhong Liang,2021,Sorption and Environmental Risks of Phosphorus in Subtropical Forest Soils,110.25,25.22,,,Guizhou,,0-10,,,,,red soil,,Ultisols,,4.46,h2o,,,37.64,g/kg,,,,,,,,,,,,,,,0.353,1134.98,mg/kg,0.03,L/mg,
972,990,Jianhong Liang,2021,Sorption and Environmental Risks of Phosphorus in Subtropical Forest Soils,110.26,25.32,,,Guizhou,,0-12,,,,,limestone soil,,Inceptisols,,6.75,h2o,,,46.58,g/kg,,,,,,,,,,,,,,,0.603,1110.29,mg/kg,0.023,L/mg,
973,991,Yong Liu,2018,Mechanisms of rice straw biochar effects on phosphorus sorption characteristics of acid upland red soils,116.73,24.43,,,Guangdong,Mengzhou,0-15,,,,,Ferralsols,,Ultisols,,4.31,h2o,,,5.13,g/kg,,,51.5,,,,,1120,301,25,,,,0.642,0.101,793,mg/kg,2.16,L/mg,
974,992,Yong Liu,2018,Mechanisms of rice straw biochar effects on phosphorus sorption characteristics of acid upland red soils,115.64,24.57,,,Guangdong,Mengzhou,0-15,,,,,Ferralsols,,Ultisols,,4.82,h2o,,,4.86,g/kg,,,28.4,,,,,606,194,22,,,,0.815,0.127,369,mg/kg,0.359,L/mg,
975,993,Yong Liu,2018,Mechanisms of rice straw biochar effects on phosphorus sorption characteristics of acid upland red soils,112.14,24.2,,,Guangdong,Qingyuan,0-15,,,,,Ferralsols,,Ultisols,,5.68,h2o,,,12,g/kg,,,15.3,,,,,700,1720,195,,,,13.2,0.712,376,mg/kg,0.0555,L/mg,
976,994,Guobing Qin,2022,Does the carbon skeleton of biochar contribute to soil phosphate sorption? A case study from paddy soils with woody biochar amendment,,,,,Jiangxi,Nanchang,0-20,,,,,Hydragric Anthrosol,,Inceptisols,,4.18,h2o,,,,,19.92,g/kg,7.8,,,,,1136,8468,,Courchesne and Turmel 2008),,,,1.36,706,mg/kg,0.31,L/mg,
977,995,Guobing Qin,2022,Does the carbon skeleton of biochar contribute to soil phosphate sorption? A case study from paddy soils with woody biochar amendment,,,,,Jiangxi,Nanchang,0-20,,,,,Hydragric Anthrosol,,Inceptisols,,6.1,h2o,,,,,3.83,g/kg,11.6,,,,,1017,3134,,Courchesne and Turmel 2008),,,,0.41,381,mg/kg,0.18,L/mg,
978,996,Muhammad Farhan Saeed,2021,Optimizing Phosphorus Levels in Wheat Grown in a Calcareous Soil with the Use of Adsorption Isotherm Models,,,,,,,0-20,,,,,,,other,,7.9,h2o,8.7,g/kg,,,,,33,,49,,,,,,,,,,,2439,mg/kg,0.01,L/mg,
979,997,C. Song,2007,"Changes in phosphorus fractions, sorption and release in Udic Mollisols under different ecosystems",126.63,47.43,,,Heilongjiang,Hailun,0-20,,,cropland,,Udic Mollisol,,Mollisols,,6.1,h2o,,,23.8,g/kg,,,,,,,,,,,,,,8.7,0.643,357,mg/kg,0.269,ml/mg,ml/mg is unit of K
980,998,C. Song,2007,"Changes in phosphorus fractions, sorption and release in Udic Mollisols under different ecosystems",126.63,47.43,,,Heilongjiang,Hailun,0-20,,,cropland,,Udic Mollisol,,Mollisols,,6.2,h2o,,,29.4,g/kg,,,,,,,,,,,,,,7.8,0.747,476,mg/kg,0.145,ml/mg,ml/mg is unit of K
981,999,C. Song,2007,"Changes in phosphorus fractions, sorption and release in Udic Mollisols under different ecosystems",126.63,47.43,,,Heilongjiang,Hailun,0-20,,,cropland,,Udic Mollisol,,Mollisols,,6.3,h2o,,,25.6,g/kg,,,,,,,,,,,,,,11.3,0.68,476,mg/kg,0.193,ml/mg,ml/mg is unit of K
982,1000,C. Song,2007,"Changes in phosphorus fractions, sorption and release in Udic Mollisols under different ecosystems",126.63,47.43,,,Heilongjiang,Hailun,0-20,,,cropland,,Udic Mollisol,,Mollisols,,5.9,h2o,,,27.8,g/kg,,,,,,,,,,,,,,35.7,0.804,455,mg/kg,0.135,ml/mg,ml/mg is unit of K
983,1001,C. Song,2007,"Changes in phosphorus fractions, sorption and release in Udic Mollisols under different ecosystems",126.63,47.43,,,Heilongjiang,Hailun,0-20,,,cropland,,Udic Mollisol,,Mollisols,,5.8,h2o,,,32.1,g/kg,,,,,,,,,,,,,,120.9,1.177,238,mg/kg,0.178,ml/mg,ml/mg is unit of K
984,1002,Qiujun Wang ,2021,"The continuous application of biochar in field effects on P fraction, P sorption and release",118.61,32.49,,,Jiangsu,Zhuzhen,,,,paddy soil,vegetable,,,Inceptisols,,7.4,h2o,,,11.8,g/kg,,,,,,,,,,,,,,118.7,1,10000,mg/kg,0.02,L/mg,
985,1003,Qiujun Wang ,2021,"The continuous application of biochar in field effects on P fraction, P sorption and release",118.61,32.49,,,Jiangsu,Zhuzhen,,,,paddy soil,vegetable,,,Inceptisols,,5.8,h2o,,,9.7,g/kg,,,,,,,,,,,,,,141.3,1.1,5000,mg/kg,0.014,L/mg,
986,1004,Qiujun Wang ,2021,"The continuous application of biochar in field effects on P fraction, P sorption and release",118.61,32.49,,,Jiangsu,Zhuzhen,,,,paddy soil,vegetable,,,Inceptisols,,7.1,h2o,,,33.9,g/kg,,,,,,,,,,,,,,385.1,1.9,1000,mg/kg,0.028,L/mg,
987,1005,Qingzhi Wang,2017,An experimental study on the effects of freeze– thaw cycles on phosphorus adsorption–desorption processes in brown soil,123.8,41.38,,,Liaoning,Benxi,0-20,,,,,Haplic Alisol,,Inceptisols,,6.7,h2o,115,g/kg,,,,,26.7,,,,,,,,,,,23.7,0.668,400.48,mg/kg,0.061,L/mg,
988,1006,Xinmin Wang,2004,Effect of continuous vegetable cultivation on P levels of fluuvo-aquic soils,114.3,35.42,,,Henan,Zhengzhou,0-20,,,cropland,grain,fluuvo-aquic ,,Inceptisols,,,,8.1,g/kg,,,,,15,,47,,,,,,,,,12.6,0.886,385.8,mg/kg,0.212,L/mg,no data on oh
989,1007,Xinmin Wang,2004,Effect of continuous vegetable cultivation on P levels of fluuvo-aquic soils,114.3,35.42,,,Henan,Zhengzhou,0-20,,,cropland,vegetable,fluuvo-aquic ,,Inceptisols,,,,60.3,g/kg,,,,,24,,47,,,,,,,,,301.4,2.897,135.8,mg/kg,0.12,L/mg,no data on oh
990,1008,Yongzhuang Wang,2022,Can periodic phosphorus fertilizer applications reduce the risk of P loss ,123.4,41.52,,,Liaoning,Shenyang,,,,cropland,maize,Inceptisol,,Inceptisols,,7.65,h2o,,,10.65,g/kg,,,25,,60,,,210,3270,,,,,7,0.41,581.3,mg/kg,1.08,L/mg,
991,1009,Gnag Xu,2020,"Enhancement of phosphorus storage capacity of sediments by coastal wetland restoration, Yellow River Delta, China",118.55,37.43,,,,yellow river delta,0-5,,,wetlands,,,,other,,8.2,h2o,,,4.5,g/kg,,,,,,,,464,2244,156,"Bai et al., 2017",,,,0.495,494.1,mg/kg,0.113,L/mg,
992,1010,Gnag Xu,2020,"Enhancement of phosphorus storage capacity of sediments by coastal wetland restoration, Yellow River Delta, China",118.55,37.43,,,,yellow river delta,5~10,,,wetlands,,,,other,,8.4,h2o,,,2,g/kg,,,,,,,,260,1402,156,"Bai et al., 2017",,,,0.474,455.7,mg/kg,0.086,L/mg,
993,1011,Gnag Xu,2020,"Enhancement of phosphorus storage capacity of sediments by coastal wetland restoration, Yellow River Delta, China",118.55,37.43,,,,yellow river delta,10~20,,,wetlands,,,,other,,8.4,h2o,,,2,g/kg,,,,,,,,397,504,158,"Bai et al., 2017",,,,0.495,333.4,mg/kg,0.086,L/mg,
994,1012,Gnag Xu,2020,"Enhancement of phosphorus storage capacity of sediments by coastal wetland restoration, Yellow River Delta, China",118.55,37.43,,,,yellow river delta,0-5,,,wetlands,,,,other,,8,h2o,,,14.7,g/kg,,,,,,,,767,1828,258,"Bai et al., 2017",,,,0.549,589.2,mg/kg,0.141,L/mg,
995,1013,Gnag Xu,2020,"Enhancement of phosphorus storage capacity of sediments by coastal wetland restoration, Yellow River Delta, China",118.55,37.43,,,,yellow river delta,5~10,,,wetlands,,,,other,,8.2,h2o,,,6.8,g/kg,,,,,,,,847,1590,223,"Bai et al., 2017",,,,0.519,567.4,mg/kg,0.162,L/mg,
996,1014,Gnag Xu,2020,"Enhancement of phosphorus storage capacity of sediments by coastal wetland restoration, Yellow River Delta, China",118.55,37.43,,,,yellow river delta,10~20,,,wetlands,,,,other,,8.3,h2o,,,3.7,g/kg,,,,,,,,553,1329,152,"Bai et al., 2017",,,,0.52,548.5,mg/kg,0.21,L/mg,
997,1015,Gnag Xu,2020,"Enhancement of phosphorus storage capacity of sediments by coastal wetland restoration, Yellow River Delta, China",118.55,37.43,,,,yellow river delta,0-5,,,wetlands,,,,other,,8,h2o,,,16.5,g/kg,,,,,,,,766,3514,297,"Bai et al., 2017",,,,0.506,998,mg/kg,0.085,L/mg,
998,1016,Gnag Xu,2020,"Enhancement of phosphorus storage capacity of sediments by coastal wetland restoration, Yellow River Delta, China",118.55,37.43,,,,yellow river delta,5~10,,,wetlands,,,,other,,8,h2o,,,9,g/kg,,,,,,,,913,2247,289,"Bai et al., 2017",,,,0.517,943,mg/kg,0.11,L/mg,
999,1017,Gnag Xu,2020,"Enhancement of phosphorus storage capacity of sediments by coastal wetland restoration, Yellow River Delta, China",118.55,37.43,,,,yellow river delta,10~20,,,wetlands,,,,other,,8.2,h2o,,,6.2,g/kg,,,,,,,,582,1435,157,"Bai et al., 2017",,,,0.496,669.7,mg/kg,0.151,L/mg,
1000,1018,Xiaoyan,2013,Organic amendments affect phosphorus sorption characteristics in a paddy soil,120.7,31.55,,,Jiangsu,Changshu,0-15,,,paddy soil,rice,Hydragric Anthrosols,,Inceptisols,,7.1,h2o,37.9,g/kg,,,,,24.2,,68,,,839.7,3320.8,264,"Schoumans, 2000",,,14.6,0.797,765.7,mg/kg,,,no data on KL
1001,1019,Xiaoyan,2013,Organic amendments affect phosphorus sorption characteristics in a paddy soil,120.7,31.55,,,Jiangsu,Changshu,0-15,,,paddy soil,rice,Hydragric Anthrosols,,Inceptisols,,7.1,h2o,43.7,g/kg,,,,,24.2,,68,,,891,3987.2,394.8,"Schoumans, 2000",,,21.6,0.857,812.2,mg/kg,,,no data on KL
1002,1020,Xiaoyan,2013,Organic amendments affect phosphorus sorption characteristics in a paddy soil,120.7,31.55,,,Jiangsu,Changshu,0-15,,,paddy soil,rice,Hydragric Anthrosols,,Inceptisols,,7.3,h2o,41.1,g/kg,,,,,24.2,,68,,,1406.7,6154.4,538,"Schoumans, 2000",,,35.5,0.969,1085,mg/kg,,,no data on KL
1003,1021,Xiaoyan,2013,Organic amendments affect phosphorus sorption characteristics in a paddy soil,120.7,31.55,,,Jiangsu,Changshu,0-15,,,paddy soil,rice,Hydragric Anthrosols,,Inceptisols,,7.1,h2o,43.4,g/kg,,,,,24.2,,68,,,1296,5577.6,918.8,"Schoumans, 2000",,,56.3,1.303,1339.2,mg/kg,,,no data on KL
1004,1022,Xiaoyan,2017,Phosphorus fractions and sorption characteristics in a subtropical paddy soil as influenced by fertilizer sources,115.83,28.76,,,Jiangxi,,0-15,,,cropland,rice,Hydragric Anthrosols,,Inceptisols,,5.19,h2o,33.35,g/kg,,,,,13.3,,,,,1134,4340,,"Schoumans, 2000",,,,0.906,873,mg/kg,2.53,L/mg,
