Source,ID,ID_other,Author,Location,pH,som[mg/kg],clay[%],Fe[mg/kg],Al[mg/kg],pox[mg/kg],polsen[mg/kg]
QZ_inve,2,,,,8.42,14.54,0.54,754.12,479.48,511.49,7.69
QZ_inve,3,,,,8.9,9.03,0.31,640.78,410.28,378.74,28.75
QZ_inve,9,,,,8.43,13.74,15.64,1060.14,795.88,350.46,6.5
QZ_inve,13,,,,8.4,13.57,0.69,718.07,471.16,421.06,8.6
QZ_inve,20,,,,8.66,14.21,12.36,1173.27,812.43,516.53,21.06
QZ_inve,22,,,,8.7,15.25,9.82,1123.85,800.06,596.3,12.52
QZ_inve,23,,,,8.65,13.61,8.57,910.29,566.63,237.13,4.12
QZ_inve,48,,,,8.78,3.76,0.25,431.01,235.26,178.38,2.51
QZ_inve,55,,,,8.08,30.61,20.28,1437.4,934.96,1079.82,95.1
QZ_inve,56,,,,8.67,17.35,15.59,1272.96,995.28,564.51,7.9
QZ_inve,58,,,,8.38,14.82,12.18,1329.36,886,624.58,10.7
QZ_inve,62,,,,8.5,17.28,15.19,1226.36,899.46,427.65,9.3
QZ_inve,63,,,,8.49,14.77,13.83,1155.55,806.74,392.76,7.06
QZ_inve,64,,,,8.55,13.3,2.36,843.23,543.53,474.17,36.91
QZ_inve,67,,,,8.29,10.57,14.07,581.72,408.92,401.85,13.57
QZ_inve,75,,,,7.94,22.13,0.14,1185.04,892.83,587.93,26.15
QZ_inve,82,,,,8.34,8.67,20.66,613.04,380.54,266.85,4.33
QZ_inve,83,,,,8.43,22.85,2.9,1345.29,969.97,535.89,21.6
QZ_inve,85,,,,8.59,11.73,0.19,1019.19,683.22,431,18.28
QZ_inve,89,,,,8.5,11.47,0.17,800.39,527.84,486.49,17.91
QZ_inve,90,,,,8.58,9.42,6.04,756.54,436.58,284.37,3.49
QZ_inve,102,,,,8.26,16.95,18.64,1287.24,898.45,395.37,7.67
QZ_inve,111,,,,8.47,17.7,13.88,1478.23,1076.37,445.73,8.18
QZ_inve,114,,,,8.39,18.56,1.53,1266.02,826.38,863.32,21.62
QZ_inve,117,,,,8.36,12.25,0.65,818.17,559.65,475.17,6.36
QZ_inve,126,,,,8.21,14.11,0.49,895.64,630.99,456.97,22.25
QZ_inve,130,,,,8.37,9.69,10.27,726.83,490.77,289.22,13.66
QZ_inve,136,,,,8.37,17.97,14.73,1290.06,850.41,614.51,21.46
QZ_inve,141,,,,8.72,14.71,2.2,1288.95,964.08,386.82,7.83
QZ_inve,145,,,,8.52,13.31,0.87,790.51,559.76,492.49,6.01
QZ_inve,157,,,,8.37,13.35,1.06,795.25,582.95,466.54,5.17
QZ_inve,160,,,,8.29,12.21,0.94,793.05,543.06,437.42,7.83
QZ_inve,163,,,,8.3,10.82,12.07,746.35,477.43,518.87,19.22
QZ_inve,169,,,,8.7,11.95,10.3,1184.78,821.09,418.11,12.5
QZ_inve,172,,,,8.47,14.23,16.95,1041.72,754.33,445.63,7.55
QZ_inve,175,,,,8.36,14.52,9.57,1402.98,888.97,394.16,7.09
QZ_inve,176,,,,8.37,14.99,1.03,970.75,718.09,489.22,9.93
QZ_inve,178,,,,8.33,12.04,1.16,876.92,512.82,406.94,5.31
QZ_inve,180,,,,8.23,7.1,11.7,725.19,408.76,247.69,3.49
QZ_inve,190,,,,8.25,17.5,0.66,1207.41,811.45,517.37,8.88
QZ_inve,194,,,,8.29,18.96,0.54,1131.42,640.42,434.43,8.04
QZ_inve,197,,,,8.27,8.56,1,839.59,530.77,243.88,3.21
QZ_inve,199,,,,8.2,16.91,2.98,885.15,613.71,408.8,9.11
QZ_inve,201,,,,8.46,13.96,1,924.85,667.84,520.58,11.85
QZ_inve,205,,,,8.42,10.74,1.35,867.75,583.73,435.89,10.42
QZ_inve,211,,,,8.31,11.74,1.36,868,553.94,384.31,5.66
QZ_inve,223,,,,8.16,14.26,0.83,804.92,598.04,443.51,10.7
QZ_inve,227,,,,8.07,13.18,0.53,840.86,557.88,353.9,13.15
QZ_inve,235,,,,8.39,15.85,18.07,1140.06,811.72,529.61,12.73
QZ_inve,237,,,,8.12,18.67,16.1,1316.31,822.36,516.26,22.53
QZ_inve,241,,,,8.19,10.8,0.99,1382.93,907.84,553.41,5.52
QZ_inve,249,,,,8.11,9.87,0.62,780.75,506.53,421.82,16.84
QZ_inve,253,,,,8.2,13.55,0.64,702.32,455.74,354.44,8.53
QZ_inve,259,,,,8.18,13.13,1.66,1383.48,754.65,307.85,6.71
QZ_inve,262,,,,8.39,11.61,0.66,1080.49,722.62,526.55,6.01
QZ_inve,265,,,,7.93,21.79,15.14,1372.03,878.12,610.26,11.68
QZ_inve,270,,,,8.32,14.62,4.62,1183.03,642.1,669.98,32.96
QZ_inve,276,,,,8.53,15.66,0.57,912.87,702.2,418.43,6.64
QZ_inve,277,,,,8.2,15.56,0.66,894.75,672.51,531.57,5.94
QZ_inve,279,,,,8.1,13.27,0.79,704.1,510.47,436.09,10.41
QZ_inve,289,,,,8.16,11.88,0.95,633.79,404.8,241.64,2.37
QZ_inve,291,,,,8.09,15.4,0.71,761.66,478.25,353.9,6.43
QZ_inve,300,,,,8.49,10.34,1.17,655.18,426.29,393.97,8.89
QZ_inve,307,,,,7.86,14.05,0.96,901.51,556.94,634.75,17.77
QZ_inve,308,,,,8.14,20.26,0.52,831.25,583.72,580.46,22.04
QZ_inve,309,,,,8.06,6.88,0.9,558.83,345.04,156.73,5.21
QZ_inve,311,,,,7.94,13.77,0.48,752.59,505.22,521.51,21.69
QZ_inve,312,,,,8.16,14.42,0.94,723.81,513.24,338.01,4.47
QZ_inve,313,,,,8.11,15.02,0.77,734.42,533.61,338.04,7.76
QZ_inve,315,,,,8.06,15.14,0.78,799.11,560.41,450.15,9.58
QZ_inve,319,,,,7.98,12.07,1.21,881.95,479.39,378.51,6.43
QZ_inve,322,,,,8.15,12.57,12.17,921.58,589.11,426.1,15.11
QZ_inve,326,,,,8.47,13.7,0.81,1108.37,796.86,475.37,8.6
QZ_inve,334,,,,8.21,13.38,0.48,1018.09,682,345.35,6.78
QZ_inve,339,,,,7.9,11.17,1.86,910.87,512.48,246.28,5.93
QZ_inve,341,,,,8.22,17.25,8.97,773.77,603.36,425.18,5.31
QZ_inve,343,,,,8.17,21.47,0.65,934.72,701.64,473.41,9.37
QZ_inve,345,,,,8.14,14.54,0.68,938.04,607.69,500.85,14.96
QZ_inve,347,,,,8.36,11.57,1.49,1080.53,624.68,289.66,16.84
QZ_inve,348,,,,8.25,10.62,0.65,714.19,479.44,358.02,6.71
QZ_inve,349,,,,8.34,10.77,2.47,1050.83,679.57,418.27,7.27
QZ_inve,350,,,,8.38,13.34,13.06,1143.81,843.08,457.42,15.68
QZ_inve,351,,,,8.19,15.76,3.04,1196.45,749.92,440.15,8.25
QZ_inve,352,,,,8.18,14.11,10.84,1233.12,778.88,409.82,10.48
QZ_inve,353,,,,8.32,17.18,2.54,694.47,454.53,393.83,9.02
QZ_inve,362,,,,8.46,11.71,0.95,904.3,614.21,405.35,8.39
QZ_inve,364,,,,8.33,14.59,0.74,839.55,598.53,398.81,6.71
QZ_inve,366,,,,8.16,13.06,0.87,788.51,489.74,644.66,18.06
QZ_inve,372,,,,7.71,22.03,0.34,560.99,298.75,222.87,39.05
QZ_inve,373,,,,8.61,2.91,1.02,1176.64,757.98,466.69,14.6
QZ_inve,374,,,,8.42,15.52,16.93,1327.35,931.17,714.83,9.37
QZ_inve,375,,,,8.17,25.3,18.69,1177.57,869.69,385.86,15.88
QZ_inve,376,,,,8.5,13.27,14.02,1493.36,1091.48,451.75,8.53
QZ_inve,378,,,,8.37,13.74,2.65,916.05,587.56,532.36,6.09
QZ_inve,384,,,,8.22,12.71,0.88,936.56,611.34,315.88,11.04
QZ_inve,385,,,,8.22,14.56,0.6,608.68,379.56,203.23,7.74
QZ_inve,386,,,,8.4,8.12,0.56,601.06,347.08,283.29,5.51
QZ_inve,388,,,,8.26,8.96,18.15,1487.59,1067.34,411.1,17.2
QZ_inve,390,,,,8.54,14.67,13.82,1162.68,861.68,509.67,12.36
QZ_inve,392,,,,8.41,17.46,14.32,1137.29,823.75,390.23,8.64
QZ_inve,397,,,,8.3,15.35,0.95,1237.07,746.38,313.82,5.58
QZ_inve,408,,,,8.37,11.33,15.63,964.97,677.49,540.23,11.91
QZ_inve,414,,,,8.39,18.97,0.8,1114.85,837.34,437.38,16.2
QZ_inve,417,,,,8.19,15.41,10.91,885.55,597.22,364.95,11.18
QZ_inve,418,,,,8.26,15.05,14.01,1173.9,820.47,418.26,10.02
QZ_inve,435,,,,8.56,17.29,1.32,1139.89,892.92,549.39,20.16
QZ_inve,440,,,,8.53,15.57,11.53,1094.29,754.21,416.93,21.89
QZ_inve,443,,,,8.24,17.05,3.24,1224.85,896.7,428.7,7.18
QZ_inve,444,,,,8.41,10.54,13.45,1098.54,770.81,390.69,5.37
QZ_inve,459,,,,8.15,19.24,1.06,1204.88,952.43,694.2,11.91
QZ_inve,479,,,,8.18,10.77,0.31,895.19,619.87,332.51,4.78
QZ_inve,480,,,,8.3,12.23,2.99,864.72,466.65,336.99,6.38
QZ_inve,481,,,,8.41,15.14,8.02,1094.49,761.83,545.16,22.61
QZ_inve,497,,,,8.34,9.85,0.36,1107.89,467.27,288.79,16.19
QZ_inve,510,,,,8.37,13.44,15.16,1194.39,951.31,379.59,10.05
QZ_inve,513,,,,8.24,13.26,0.7,700.13,544.91,405.65,5.08
QZ_inve,516,,,,8.36,15.19,8.85,1019.4,786.3,487.37,7.04
QZ_inve,521,,,,8.18,10.48,0.9,730.35,404.71,546.16,27.95
QZ_inve,525,,,,8.3,18.18,14.3,1443.33,1001.2,396.55,9.33
QZ_inve,526,,,,8.13,9.69,21.21,1975.39,1244.08,232.91,1.8
QZ_inve,531,,,,8.4,12.32,0.89,774.3,574.75,298.23,4.85
QZ_inve,537,,,,8.2,14.76,7.67,1193.41,833.24,506.99,13.07
QZ_inve,540,,,,8.4,16.57,17.33,1800.65,1234.78,586.25,14.6
QZ_inve,555,,,,8.18,13.77,0.85,934.36,607.82,501.53,11.28
QZ_inve,557,,,,8.21,15.69,3.53,962.64,743.08,523.03,10.09
QZ_inve,564,,,,8.12,14.98,6.81,966.64,781.81,489.32,7.26
QZ_inve,571,,,,8.28,16.65,1.05,830.63,633.8,537.48,11.71
QZ_inve,575,,,,8.21,5.89,0.62,753.01,483.64,228.29,3.11
QZ_inve,576,,,,8.14,15.46,8.1,1299.52,867.78,460.73,13.58
QZ_inve,577,,,,8.18,3.43,13.31,1342.37,918.75,450.36,7.11
QZ_inve,578,,,,8.15,14.16,0.57,1230.09,611.4,361.33,13.08
QZ_inve,587,,,,8.16,17.85,11.48,1062.71,791.58,444.64,7.62
QZ_inve,595,,,,8.38,13.75,1.25,1067,876.4,704.61,13.66
QZ_inve,602,,,,8.09,14.32,0.68,775.06,480.27,381.18,7.96
QZ_inve,603,,,,8.36,10.05,0.68,762.19,478.03,313.11,2.31
QZ_inve,604,,,,8.35,15.5,0.95,851.23,571.13,408.72,10.19
QZ_inve,610,,,,8.24,12.14,1.12,973.15,641.15,439.89,5.58
QZ_inve,615,,,,8.29,12.36,0.48,740.59,507.4,417.31,10.12
QZ_inve,618,,,,8.34,9.39,0.77,687.29,549.17,402.38,5.28
QZ_inve,620,,,,8.36,16.72,14.47,1096.63,893.14,482.25,24.92
QZ_inve,622,,,,8.47,11.37,0.59,879.49,573.25,377.83,27.68
QZ_inve,623,,,,8.32,13.63,0.84,860.82,581.41,373.94,7.31
QZ_inve,629,,,,8.42,14.25,10.77,992.54,764.54,522.46,7.31
QZ_inve,633,,,,8.3,15.55,12.11,1069.43,751.52,318.23,7.62
QZ_inve,636,,,,7.87,10.16,0.48,752.72,479.42,303.35,5.65
QZ_inve,637,,,,8.08,8.21,0.17,1161.89,596.77,320.1,4.86
QZ_inve,638,,,,8.15,10.18,0.03,830.27,494.59,422.7,7.77
QZ_inve,639,,,,8.41,14.68,0.14,730.24,471.77,389.97,14.53
QZ_inve,641,,,,8.3,12.38,9.43,1122.62,753.2,396.17,8.03
QZ_inve,642,,,,8.32,8.94,0.62,809.88,509.89,337.44,9.87
QZ_inve,645,,,,8.27,17.25,21.59,1113.29,853.92,377.5,11.62
QZ_inve,646,,,,8.2,13.8,0.59,707.26,469.01,374.29,8.27
QZ_inve,655,,,,8.14,12.61,0.48,911.79,559.43,411.1,8.46
QZ_inve,657,,,,8.24,11.82,0.58,791.41,498.17,395.77,8.32
QZ_inve,658,,,,8.2,14.59,0.67,835.21,523.95,401.46,8.56
QZ_inve,664,,,,8.16,16,0.89,742.92,510.64,505.27,17.77
QZ_inve,670,,,,8.22,17.3,17.19,1586.68,1171.57,359.39,11.64
QZ_inve,678,,,,8.39,15.01,14.34,1080.73,806.83,474.97,18.74
QZ_inve,682,,,,8.14,12.78,0.68,825.16,552.03,386.62,6.24
QZ_inve,684,,,,8.18,15.82,0.83,892.75,589.59,366.08,5.66
QZ_inve,685,,,,7.85,16.74,5.9,1027.96,631.69,369.54,13.3
QZ_inve,686,,,,8.22,19.89,17.72,1541.55,1213.24,450.23,7.38
QZ_inve,687,,,,8.16,16.5,14.56,1278.19,990.62,451.11,9.51
QZ_inve,692,,,,8.01,13.09,0.75,1156.67,762.47,299.38,9.4
QZ_inve,693,,,,8.08,14.77,1.13,1033.96,747.22,448.88,6.53
QZ_inve,704,,,,8.17,15.13,9.27,1199.36,762.08,288.48,11.42
QZ_inve,707,,,,8.21,12.3,0.57,755.08,656.97,448.43,8.2
QZ_inve,713,,,,8.32,16.72,13.35,1194.78,885.99,365.69,5.95
QZ_inve,714,,,,8.19,14.35,9.25,905.21,711.87,355.56,6.58
QZ_inve,717,,,,8.39,11.94,0.68,545.29,386.06,263.97,6.6
QZ_inve,718,,,,8.22,13.18,0.6,711.19,498.57,373.33,10.12
QZ_inve,721,,,,8.38,16.39,11.65,1031.93,769.68,328.15,8.24
QZ_inve,725,,,,8.32,16.55,2.54,1092.88,767.56,556.08,10.84
QZ_inve,727,,,,8.23,18.57,2.26,1116.99,787.46,360.98,9.47
QZ_inve,729,,,,8.2,15.24,9.03,1202.79,819.15,327.38,6.38
QY_inve,2,,,,4.87,9.475884266,15.8064,1864.356,1484.144,86.19,42.91
QY_inve,3,,,,7.95,27.71910503,4.445,4660.904,1328.54,194.062,0.47
QY_inve,4,,,,4.23,16.13936587,12.57433333,2090.136,1703.8,69.534,12.125
QY_inve,5,,,,4.85,6.72652887,6.6,3436.236,1321.196,28.854,2.31
QY_inve,7,,,,6.03,11.9361041,14.9075,2064.068,1204.232,111.858,2.915
QY_inve,8,,,,5.86,6.241613387,7.357666667,1420.756,952.252,17.122,14.575
QY_inve,10,,,,8.03,24.35874785,8.2945,3512.448,1039.064,229.886,1.485
QY_inve,12,,,,5.03,6.070556782,8.735,1840.68,1653.064,9.046,14.49
QY_inve,13,,,,4.62,8.461999197,28.1028,1734.112,1794.824,7.422,21.69
QY_inve,14,,,,4.81,9.143964774,6.4155,998.972,1096.02,50.702,34.935
QY_inve,15,,,,5.15,12.08089307,5.4895,2110.32,1667.908,36.018,19.895
QY_inve,16,,,,4.85,6.268553965,2.618666667,537.952,468.892,17.762,12.91
QY_inve,17,,,,5.6,12.01567989,8.417,1680.6,1244.952,56.706,3.96
QY_inve,18,,,,4.46,9.019840704,20.787,1847.88,1702.976,15.994,4.2
QY_inve,20,,,,5.79,14.775923,5.4555,3455.328,1006.304,110.454,3.06
QY_inve,21,,,,4.39,11.91427758,8.762666667,2142.48,2194.488,35.642,27.725
QY_inve,22,,,,5.12,10.17585858,5.737333333,1022.32,1009.44,14.006,64.165
QY_inve,23,,,,5.17,11.29128592,5.117,3022.656,2170.92,146.282,27.315
QY_inve,24,,,,7.82,23.64846363,4.100333333,6437.456,1297.412,118.338,10.81
QY_inve,25,,,,5.51,7.106005093,0.296,2271.888,996.776,528.106,2.62
QY_inve,26,,,,4.91,11.10249543,16.20166667,2242.312,1590.156,55.254,25.25
QY_inve,27,,,,5.26,12.53628182,10.58166667,2297.176,1336.292,119.598,20.695
QY_inve,28,,,,4.5,10.83403673,2.309166667,519.568,853.464,5.298,43.64
QY_inve,29,,,,5.3,11.0460939,2.9045,1712.424,1029.552,123.302,12.69
QY_inve,30,,,,4.34,11.52938763,7.853333333,1977.112,1385.696,284.13,33.4
QY_inve,31,,,,5.65,14.81499319,2.502333333,2723.08,1392.876,219.286,27.495
QY_inve,32,,,,4.71,9.837391766,8.887666667,1623.016,1360.312,59.858,23.72
QY_inve,33,,,,5.99,10.20169608,4.632166667,1908.556,656.82,228.134,32.65
QY_inve,34,,,,4.62,8.16840623,0.456833333,2349.232,860.484,517.83,12.185
QY_inve,35,,,,4.93,11.39995751,7.258333333,2538.66,1204.424,142.642,9.805
QY_inve,36,,,,5.22,9.906279927,2.792,2107.348,935.836,40.006,10.59
QY_inve,37,,,,5.76,10.82525985,1.366166667,1297.556,524.54,87.134,34.865
QY_inve,39,,,,5.34,12.91085139,1.691833333,1501.744,626.372,95.598,40.34
QY_inve,40,,,,5.66,19.17539768,2.244666667,2646.588,610.108,125.446,5.26
QY_inve,41,,,,5.19,7.551241056,2.713,1140.62,1087.676,18.05,5.48
QY_inve,44,,,,4.32,7.967569204,8.733333333,1667.692,1431.564,11.002,58.62
QY_inve,45,,,,4.21,7.584716021,38.71716667,1422.508,1538.076,10.766,41.56
QY_inve,46,,,,7.29,12.56581386,7.01675,1459.88,761.048,50.738,35.98
QY_inve,47,,,,4.89,7.794740892,5.017333333,1788.568,1225.084,40.79,18.795
QY_inve,48,,,,7.57,11.10776231,4.617833333,1362.048,616.592,117.786,36.02
QY_inve,49,,,,8.02,28.46268929,8.760666667,3568.712,1034.112,139.782,12.55
QY_inve,50,,,,5.55,9.851566195,8.740833333,1477.968,1112.112,10.098,19.65
QY_inve,51,,,,4.9,9.225604104,8.961666667,2354.364,1602.168,15.766,20.57
QY_inve,53,,,,5.43,10.03494441,11.70133333,1001.224,827.84,23.15,14.765
QY_inve,54,,,,6.79,13.35057964,8.524666667,1615.472,1105.624,168.802,19.87
QY_inve,57,,,,4.41,11.83362682,19.05283333,2341.212,1400.332,13.75,25.905
QY_inve,58,,,,4.81,6.375923295,27.45316667,1265.928,1194.848,8.434,76.09
QY_inve,61,,,,4.85,11.47156468,16.52316667,2006.72,1571.232,20.03,20.295
QY_inve,62,,,,8.41,12.10329992,13.947,1386.284,815.576,163.254,46.11
QY_inve,65,,,,6.99,27.86753941,11.22783333,7600.404,1409.116,237.822,3.635
QY_inve,67,,,,4.41,11.16017039,15.54283333,2599.36,1439.312,62.238,5.69
QY_inve,68,,,,5.19,5.522163968,12.58366667,1784.376,1213.764,29.658,43.635
QY_inve,69,,,,4.39,10.97293167,17.66766667,2052.768,1752.136,197.59,97.78
QY_inve,70,,,,7.73,27.4606448,6.598333333,6264.95,1072.014,164.704,35.885
QY_inve,71,,,,6.53,7.947831095,0.919,2321.678,630.994,301.732,13.73
QY_inve,72,,,,5.68,18.12342647,7.064666667,1783.582,1426.206,54.004,42.345
QY_inve,73,,,,6.01,27.84327448,3.349666667,3953.778,958.482,127.636,68.39
QY_inve,74,,,,7.67,10.05758164,3.7805,2342.97,1082.738,232.244,9.415
QY_inve,75,,,,7.95,8.993858246,1.5925,1026.286,611.366,327.996,52.79
QY_inve,77,,,,6.36,28.49365025,1.124666667,1934.75,724.478,74.76,123.535
QY_inve,78,,,,6.67,8.11784591,0.8785,3614.098,1018.522,411.408,15.93
QY_inve,79,,,,6.66,26.33972145,9.4062,4884.25,1836.062,383.296,47.625
QY_inve,80,,,,4.94,11.40780141,9.015,2422.222,1812.13,83.912,40.295
QY_inve,81,,,,5.95,21.45500521,13.94533333,2484.19,1467.458,167.436,104.235
QY_inve,82,,,,6.13,11.18127015,26.14933333,1500.934,1373.362,28.948,27.285
QY_inve,83,,,,7.51,17.4542594,4.843,3835.61,1219.742,702.724,76.35
QY_inve,84,,,,6.53,9.327224392,2.4445,4230.63,1254.482,319.788,21.82
QY_inve,85,,,,5.64,16.18964171,0.823666667,1262.086,1301.706,135.636,18.12
QY_inve,86,,,,4.81,12.23734267,11.387,2861.146,2159.706,203.412,6.81
QY_inve,87,,,,5.43,26.53427437,5.8255,3529.358,1891.478,268.252,15.475
QY_inve,88,,,,4.73,8.647969229,5.728,1677.25,2101.278,67.524,19.75
QY_inve,89,,,,7.08,11.65989995,7.1702,3963.946,1072.294,598.28,4.95
QY_inve,90,,,,5.82,11.19586884,6.699666667,1843.29,1550.338,197.64,23.38
QY_inve,91,,,,6.81,23.24362103,6.498555556,4954.534,1192.946,303.056,10.07
QY_inve,92,,,,5.16,11.25190216,7.592166667,1855.346,1524.802,22.404,2.35
QY_inve,93,,,,5.25,22.29395873,4.440833333,3289.146,1632.226,275.192,18.965
QY_inve,94,,,,7.59,19.68392014,13.13633333,4539.418,1323.862,263.608,16.77
QY_inve,95,,,,6.3,24.0244472,8.414571429,4089.398,1615.45,252.372,39.365
QY_inve,96,,,,4.69,12.75736247,15.0658,2361.902,2396.994,32.916,13.035
QY_inve,97,,,,4.64,12.97915908,25.48366667,2559.79,3118.098,60.372,12.06
QY_inve,98,,,,5.95,9.287071477,10.35383333,2334.354,1542.182,80.424,12.03
QY_inve,99,,,,5.33,11.03699285,7.319,2571.774,1476.638,124.072,19.445
QY_inve,100,,,,4.88,8.076736962,18.91366667,2365.034,2233.334,40.116,21.375
QY_inve,101,,,,6.06,22.59960765,7.852,2548.466,1316.466,124.676,15.615
QY_inve,102,,,,7.37,11.34257187,13.29666667,1964.626,1843.142,271.468,8.88
QY_inve,103,,,,7.76,5.359992271,1.81,990.09,707.462,203.744,6.8
QY_inve,105,,,,5.93,8.304715759,1.171555556,3870.93,1154.886,492.164,3.585
QY_inve,106,,,,5.78,23.01936704,0.369666667,2344.246,1205.466,119.1,5.05
QY_inve,107,,,,5.74,14.77503064,15.1622,4033.318,1101.714,113.564,10.555
QY_inve,109,,,,5.59,11.67722761,32.35466667,1943.094,1642.45,94.488,2.165
QY_inve,110,,,,6.84,28.29269441,5.351333333,5189.722,1156.956,212.038,2.195
QY_inve,111,,,,5.07,13.73483104,12.2405,3655.602,2756.188,235.85,1.55
QY_inve,112,,,,5.56,12.11568715,6.4735,3007.886,1861.328,141.89,0.965
QY_inve,113,,,,5.16,11.71370299,4.441166667,2585.15,1515.552,283.866,2.27
QY_inve,114,,,,5.69,13.03268378,1.8112,2276.398,988.66,88.07,2.27
QY_inve,115,,,,4.61,10.36124907,11.7535,2591.59,2372.584,102.474,1.775
QY_inve,116,,,,5.33,11.93045691,3.8265,2622.062,1732.768,334.234,28.93
QY_inve,117,,,,5.38,26.35515857,2.535666667,2848.666,1757.624,228.63,40.14
QY_inve,118,,,,4.74,21.64182699,0.045666667,841.542,1026.824,193.898,5.105
QY_inve,120,,,,4.15,18.08039868,4.9708,2574.406,2144.264,130.65,9.545
QY_inve,121,,,,5.21,11.50133688,3.992166667,1821.838,1283.14,209.01,9.13
QY_inve,122,,,,5.05,12.04870004,3.058833333,1902.186,1512.188,70.746,18.405
QY_inve,123,,,,4.5,27.84431589,13.35816667,3166.594,2910.152,153.702,23.2
QY_inve,124,,,,4.71,19.03637048,6.091,2093.214,2386.588,79.078,2.765
QY_inve,125,,,,4.77,15.35585258,6.243833333,1513.226,1247.932,144.166,4.445
QY_inve,126,,,,4.4,14.38996524,22.59466667,1533.362,1682.252,16.522,4.66
QY_inve,128,,,,5.26,18.15883436,0.173,1518.222,1682.744,209.698,2.67
QY_inve,129,,,,5.52,19.51522513,6.164666667,841.91,1101.6,379.282,5.345
QY_inve,130,,,,6.11,15.39898676,0.818833333,2423.854,1434.128,151.682,2.33
QY_inve,131,,,,5.11,20.17391138,0.119166667,1052.03,1504.716,33.242,7.915
QY_inve,132,,,,5.39,22.47717835,0.535,1362.938,2837.128,130.782,17.34
QY_inve,133,,,,5.13,22.29471501,6.376,1959.698,3266.212,578.798,11.985
QY_inve,134,,,,4.67,25.06485823,7.995833333,2813.162,2233.728,491.014,1.44
QY_inve,136,,,,4.42,17.25520889,3.18825,2627.842,2016.304,88.938,4.94
QY_inve,137,,,,4.49,12.88633975,2.629333333,2319.538,1848.944,450.426,1.83
QY_inve,138,,,,4.86,12.96102608,0.438142857,1985.59,1374.192,83.29,1.595
QY_inve,139,,,,4.44,27.18025058,4.672285714,3677.386,2806.296,297.414,13.14
QY_inve,140,,,,5.6,28.05192258,1.439,2608.918,1683.372,162.282,23.425
QY_inve,141,,,,5.02,18.818488,4.161,2543.866,1710.18,69.514,37.145
QY_inve,143,,,,4.75,21.80975684,0.086285714,638.846,959.18,68.706,4.07
QY_inve,144,,,,5.67,11.64977678,1.122666667,578.806,1188.552,275.862,1.475
QY_inve,145,,,,5.55,7.108542793,7.452333333,2948.874,1511.336,695.494,0.545
QY_inve,146,,,,4.62,13.13485433,5.516714286,1331.826,1419.448,37.962,2.015
QY_inve,147,,,,4.35,11.85871409,4.063833333,2212.206,1621.664,54.314,7.84
QY_inve,148,,,,4.74,9.595832965,2.281,1404.202,1219.596,34.374,3.635
QY_inve,150,,,,5.17,3.411264574,10.674,1644.714,914.72,86.706,12.905
QY_inve,151,,,,4.49,16.78861273,11.70783333,2207.206,2183.18,72.79,3.575
QY_inve,154,,,,5.45,14.07447144,5.137666667,3046.906,906.832,122.966,29.48
QY_inve,155,,,,5.06,7.669893895,8.984166667,1449.23,924.804,131.286,9.58
QY_inve,156,,,,4.84,27.09588393,6.851833333,2340.826,1848.448,63.106,4.17
QY_inve,157,,,,4.53,24.00212168,3.8925,1564.734,1260.804,70.726,12.45
QY_inve,158,,,,4.99,5.490852849,5.557333333,1141.454,851.12,109.386,2.955
QY_inve,159,,,,4.52,20.51693667,11.89433333,2263.254,1936.368,99.41,5.615
QY_inve,160,,,,4.7,23.50160484,1.574166667,991.766,1474.028,19.83,3.645
QY_inve,161,,,,4.64,18.97149849,4.070833333,2082.582,1570.316,52.854,1.675
QY_inve,162,,,,5.55,15.43449003,3.484,1685.746,801.732,58.686,2.135
QY_inve,163,,,,5.46,18.88856936,2.139666667,1871.45,680.884,117.122,1.92
QY_inve,164,,,,7.29,15.18869389,2.837142857,551.826,648.932,378.698,1.78
QY_inve,165,,,,7.09,22.7403651,8.597666667,2307.354,510.36,100.51,0.665
QY_inve,175,,,,6.59,17.09547467,9.803166667,2260.65,831.524,87.634,13.435
QY_inve,176,,,,6.8,9.730317076,2.6465,1899.758,778.008,69.774,0.76
QY_inve,177,,,,6.39,23.29635829,5.764285714,1502.102,701.508,91.394,1.465
QY_inve,181,,,,7.49,7.541844565,3.063,887.246,3742.708,18.098,10.05
QY_inve,182,,,,7.92,15.09586816,3.030833333,1691.854,498.436,57.874,12.69
QY_inve,183,,,,4.59,4.775533497,4.65925,1003.098,867.064,10.354,5.89
QY_inve,189,,,,7.33,15.42143103,55.35683333,1936.458,865.976,70.718,2.145
QY_inve,190,,,,7.11,15.12989526,5.108166667,2930.542,1283.96,198.826,5.155
QY_inve,191,,,,7.94,12.96488911,13.095,1122.494,943.752,155.67,8.115
QY_inve,192,,,,5.88,27.48082742,3.757666667,2134.682,1433.44,96.982,18.055
QY_inve,193,,,,7.85,15.38200288,2.482666667,1870.742,853.352,100.042,24.32
QY_inve,195,,,,6.62,16.76813672,3.3995,2960.714,728.74,126.698,9.995
QY_inve,197,,,,7.59,17.54299254,15.9435,1536.462,1127.516,28.35,0.635
QY_inve,199,,,,7.08,11.93386532,2.513,1741.694,579.952,102.926,0.62
QY_inve,200,,,,7.68,20.57379408,3.994333333,3798.634,653.084,81.07,2.83
QY_inve,203,,,,6.62,12.93086672,3.6735,2670.722,1128.668,248.646,7.465
