Source,ID,ID_other,Author,Location,pH,som[mg/kg],clay[%],Fe[mg/kg],Al[mg/kg],pox[mg/kg],polsen[mg/kg]
Switherlands,6729,379387,,,4.7,20.91212,2.9,4448.33,8021.67,,
Switherlands,6730,379387,,,4.63,11.48184,3.15,2703.33,5015,,
Switherlands,6733,379388,,,2.8,771.36932,,1553.5,1353.33,,
Switherlands,6734,379388,,,2.85,283.23596,45,1072.17,748.3,,
Switherlands,6735,379388,,,3.36,19.03296,8.45,101.75,222.03,,
Switherlands,6736,379388,,,3.61,5.603,2.65,133.25,280.13,,
Switherlands,6737,379388,,,3.64,4.86168,3.8,189.17,430.77,,
Switherlands,6738,379388,,,3.79,13.17136,8.6,4177.5,1329.57,,
Switherlands,6739,379388,,,3.99,11.13704,6.05,162.17,1914.03,,
Switherlands,6761,379391,,,4.67,606.96868,,655,484.8,,
Switherlands,6762,379391,,,5.38,64.71896,15.4,1487.5,869.3,,
Switherlands,6763,379391,,,6.1,36.41088,15.95,1211.25,870.43,,
Switherlands,6764,379391,,,6.29,22.4982,15.75,1218.75,834.17,,
Switherlands,6765,379391,,,6.9,11.67148,14.15,860.42,625.73,,
Switherlands,6766,379391,,,7.48,8.0919388,12.7,665.83,703.27,,
Switherlands,6767,379391,,,7.66,11.7478532,18.9,852.5,667.57,,
Switherlands,6768,379391,,,7.7,10.7191424,20,937.08,616.53,,
Switherlands,6770,379392,,,5.5,568.489,,1330.42,672.13,,
Switherlands,6771,379392,,,5.76,194.24308,16.25,2630.83,568.15,,
Switherlands,6772,379392,,,6.62,98.28524,12.05,1740.63,317.8,,
Switherlands,6773,379392,,,7.08,70.3912648,12.2,1508.75,264.53,,
Switherlands,6774,379392,,,7.56,28.0249992,10.45,968.75,235.77,,
Switherlands,6775,379392,,,7.58,22.8407588,8.55,595.42,174.77,,
Switherlands,6776,379392,,,7.62,29.2721408,10.4,621.5,187.03,,
Switherlands,6777,379392,,,,0,10.15,1735.83,211.53,,
Switherlands,6779,379393,,,4.02,89.25148,8.65,2897.5,1218.2,,
Switherlands,6780,379393,,,4.05,23.94636,12.2,4157.5,1759.17,,
Switherlands,6781,379393,,,4.21,11.53356,8.4,4865,2002.07,,
Switherlands,6782,379393,,,4.18,7.48216,5.8,2781.25,1255.1,,
Switherlands,6783,379393,,,4.31,15.4298,6.75,10640,3284,,
Switherlands,6784,379393,,,4.36,12.25764,6.1,8295,3318.67,,
Switherlands,6785,379393,,,4.5,4.15484,4.1,2132.92,1544.9,,
Switherlands,6805,379396,,,6.2,563.4685396,,1496.25,738.7,,
Switherlands,6808,379396,,,7.09,105.032114,24.5,3004.17,755.93,,
Switherlands,6809,379396,,,7.44,44.3502448,10.15,1709.17,273.03,,
Switherlands,6810,379396,,,7.6,21.7091252,9.55,1582.92,230.17,,
Switherlands,6811,379396,,,7.69,12.9818924,4.3,760.83,179.97,,
Switherlands,6812,379396,,,7.92,0,4.35,496.62,114.73,,
Switherlands,6813,379396,,,7.89,0,3.9,568.05,139.3,,
Switherlands,6814,379396,,,7.77,15.1903364,10.35,1709.3,229.5,,
Switherlands,6825,379398,,,5.41,299.3726,21.85,13160,2576.9,,
Switherlands,6826,379398,,,5.34,272.63336,20.95,17145,2937,,
Switherlands,6827,379398,,,5.15,192.19152,39.3,16408.33,2730.83,,
Switherlands,6828,379398,,,5.12,71.92528,47.5,4957.5,1470,,
Switherlands,6829,379398,,,7.04,22.3742444,43.3,4564.17,1017.05,,
Switherlands,6831,379399,,,7.27,206.2229836,52.9,1628.66,,,
Switherlands,6836,379399,,,7.8,36.70396,36.55,677.68,970.42,,
Switherlands,6837,379399,,,7.9,21.385358,34.3,353.52,,,
Switherlands,6848,379401,,,5.05,54.42668,21.9,4075.83,1550.03,,
Switherlands,6849,379401,,,4.46,36.22124,25.85,4760,1648.5,,
Switherlands,6850,379401,,,4.54,26.25652,19.65,5200,1659.45,,
Switherlands,6851,379401,,,4.7,17.03312,23.2,5078.33,1907.77,,
Switherlands,6852,379401,,,5.38,7.60284,22.9,5225,1882.73,,
Switherlands,6853,379401,,,7.33,5.5843808,22.8,3465.83,1431.63,,
Switherlands,6854,379401,,,7.76,0,20.85,1697.33,900.43,,
Switherlands,6855,379401,,,7.75,4.63325,34.1,2490,1225.47,,
Switherlands,7021,379250,,,3.53,68.8810408,18.75,1946.67,1555.08,,
Switherlands,7022,379250,,,3.79,13.4392696,23.1,1635,1576.08,,
Switherlands,7023,379250,,,3.85,13.2494572,24.7,1547.5,1585,,
Switherlands,7024,379250,,,3.86,10.2234924,25,1565.5,1599.58,,
Switherlands,7025,379250,,,3.95,8.8927368,24.85,1909.17,1762,,
Switherlands,7026,379250,,,4.01,7.170978,21.65,1730.83,1644.83,,
Switherlands,7027,379250,,,4.07,6.8084208,18.15,1342.33,1413.33,,
Switherlands,7029,379251,,,3.38,166.8832,8.6,2000,1550,,
Switherlands,7030,379251,,,3.84,33.7904,23.55,2320,2600,,
Switherlands,7031,379251,,,4.06,23.9636,23.95,2250,2950,,
Switherlands,7032,379251,,,4.14,22.7568,21.7,2420,3000,,
Switherlands,7033,379251,,,4.06,20.3432,23.9,2500,2700,,
Switherlands,7034,379251,,,4.27,19.6536,15.6,2320,3650,,
Switherlands,7035,379251,,,4.34,8.9648,14.05,2000,2650,,
Switherlands,7038,379252,,,3.1,239.9808,11.25,9090,4880,,
Switherlands,7039,379252,,,4.06,139.644,11.75,10010,8000,,
Switherlands,7040,379252,,,4.28,64.9948,8.65,9780,11250,,
Switherlands,7041,379252,,,4.88,14.9988,2.05,1850,5620,,
Switherlands,7042,379252,,,4.84,9.3096,2.7,2250,5120,,
Switherlands,7043,379252,,,5.07,6.524478,2.95,2730,5620,,
Switherlands,7966,438239,,,3.46,136.6642384,11.1,11545,3995.5,,
Switherlands,7967,438239,,,3.91,75.9173744,11.85,12515,4450.25,,
Switherlands,7968,438239,,,4.18,59.1956088,8.2,18156.67,8559.83,,
Switherlands,7969,438239,,,4.32,48.03064,4.1,21206.67,9267.67,,
Switherlands,7970,438239,,,4.32,21.655164,2.9,6705,5106.25,,
Switherlands,7971,438239,,,4.37,21.1010704,3.35,5303.75,3952.5,,
Switherlands,7972,438239,,,4.52,7.2111472,3.45,2223.33,2906,,
Switherlands,7976,438240,,,4.54,164.0332556,15.2,14351.67,2083.67,,
Switherlands,7977,438240,,,5.55,27.9639696,16.05,12311.67,2741.67,,
Switherlands,7978,438240,,,5.86,8.95187,5.3,3531.25,1459,,
Switherlands,7979,438240,,,6.04,5.0528716,3.1,2772.5,838,,
Phosphorus saturation of Finish soils: evaluating an easy oxalate extraction method,,,Risto Uusitalo,Finland,5.9,,,4816,4131,489.0000001,32
Phosphorus saturation of Finish soils: evaluating an easy oxalate extraction method,,,Risto Uusitalo,Finland,5.3,,,13440,6048,640.9999999,42.8
Phosphorus saturation of Finish soils: evaluating an easy oxalate extraction method,,,Risto Uusitalo,Finland,6,,,7336,2268,549.9999999,47.7
Phosphorus saturation of Finish soils: evaluating an easy oxalate extraction method,,,Risto Uusitalo,Finland,5.2,,,6608,162,560,55.7
Phosphorus saturation of Finish soils: evaluating an easy oxalate extraction method,,,Risto Uusitalo,Finland,6.5,,,5040,1755,611.9999999,61
Phosphorus saturation of Finish soils: evaluating an easy oxalate extraction method,,,Risto Uusitalo,Finland,6.3,,,3136,2322,637.0000001,62.2
Phosphorus saturation of Finish soils: evaluating an easy oxalate extraction method,,,Risto Uusitalo,Finland,6.2,,,6552,1620,847.0000002,69.7
Phosphorus saturation of Finish soils: evaluating an easy oxalate extraction method,,,Risto Uusitalo,Finland,6.7,,,16296,3159,1093,79.9
Phosphorus saturation of Finish soils: evaluating an easy oxalate extraction method,,,Risto Uusitalo,Finland,6.3,,,7392,1755,1125,84.9
Phosphorus saturation of Finish soils: evaluating an easy oxalate extraction method,,,Risto Uusitalo,Finland,6.8,,,10192,3240,868.9999999,86.8
Assessing the ability of soil tests to estimate labile phosphorus in agricultural ,,,Sabina Brauna,Sweden,6.81,,17.6,1797.6,818.1,128.96,2.17
Assessing the ability of soil tests to estimate labile phosphorus in agricultural ,,,Sabina Brauna,Sweden,6.84,,43.5,1624,1620,310,2.79
Assessing the ability of soil tests to estimate labile phosphorus in agricultural ,,,Sabina Brauna,Sweden,6.98,,15.3,1943.2,1917,331.7,4.34
Assessing the ability of soil tests to estimate labile phosphorus in agricultural ,,,Sabina Brauna,Sweden,8.32,,16.3,1607.2,850.5,499.1,5.27
Assessing the ability of soil tests to estimate labile phosphorus in agricultural ,,,Sabina Brauna,Sweden,6.58,,55.4,8512,1485,461.9,8.68
Assessing the ability of soil tests to estimate labile phosphorus in agricultural ,,,Sabina Brauna,Sweden,5.97,,6.1,2979.2,1946.7,334.8,11.47
Assessing the ability of soil tests to estimate labile phosphorus in agricultural ,,,Sabina Brauna,Sweden,7.06,,14.9,2195.2,2092.5,666.5,45.57
Assessing the ability of soil tests to estimate labile phosphorus in agricultural ,,,Sabina Brauna,Sweden,6.79,,16.9,1517.6,807.3,359.6,53.01
Assessing the ability of soil tests to estimate labile phosphorus in agricultural ,,,Sabina Brauna,Sweden,6.41,,8.1,2928.8,2103.3,545.6,65.1
Assessing the ability of soil tests to estimate labile phosphorus in agricultural ,,,Sabina Brauna,Sweden,7.83,,14.4,1730.4,788.4,616.9,68.51
Assessing the ability of soil tests to estimate labile phosphorus in agricultural ,,,Sabina Brauna,Sweden,6.84,,49.9,1948.8,1787.4,443.3,89.59
Assessing the ability of soil tests to estimate labile phosphorus in agricultural ,,,Sabina Brauna,Sweden,6.5,,54,9128,1506.6,672.7,109.12
Phosphorus saturation and mobilization in two typical Chinese greenhouse vegetable soils,,,Yusef Kianpoor Kalkhajeh,China,8.22,1.1,12,1080,730.0000001,370,11
Phosphorus saturation and mobilization in two typical Chinese greenhouse vegetable soils,,,Yusef Kianpoor Kalkhajeh,China,7.99,3.84,8.17,1760,659.9999999,305,12
Phosphorus saturation and mobilization in two typical Chinese greenhouse vegetable soils,,,Yusef Kianpoor Kalkhajeh,China,5.76,1.43,19.1,4500,1060,340.0000001,25
Phosphorus saturation and mobilization in two typical Chinese greenhouse vegetable soils,,,Yusef Kianpoor Kalkhajeh,China,5.36,2.36,15.6,5130,980.0000001,325.0000001,28
Phosphorus saturation and mobilization in two typical Chinese greenhouse vegetable soils,,,Yusef Kianpoor Kalkhajeh,China,7.93,1.94,10.7,1000,534.9999999,380.0000001,41
Phosphorus saturation and mobilization in two typical Chinese greenhouse vegetable soils,,,Yusef Kianpoor Kalkhajeh,China,4.93,2.21,17.8,5940.000002,1390,390,47
Phosphorus saturation and mobilization in two typical Chinese greenhouse vegetable soils,,,Yusef Kianpoor Kalkhajeh,China,4.58,2.47,18.5,7919.999998,1320,560,53
Phosphorus saturation and mobilization in two typical Chinese greenhouse vegetable soils,,,Yusef Kianpoor Kalkhajeh,China,7.59,2.72,12.2,1160,710.0000001,1810,73
Phosphorus saturation and mobilization in two typical Chinese greenhouse vegetable soils,,,Yusef Kianpoor Kalkhajeh,China,4.93,2.56,18.9,5980.000001,1240,615.0000001,74
Phosphorus saturation and mobilization in two typical Chinese greenhouse vegetable soils,,,Yusef Kianpoor Kalkhajeh,China,4.73,2.55,15.8,2900,1330,580,74
Phosphorus saturation and mobilization in two typical Chinese greenhouse vegetable soils,,,Yusef Kianpoor Kalkhajeh,China,8.39,1.62,9.7,864.9999999,464.9999999,755,75
Phosphorus saturation and mobilization in two typical Chinese greenhouse vegetable soils,,,Yusef Kianpoor Kalkhajeh,China,8.42,1.47,8.95,1060,420.0000001,750.0000001,83
Phosphorus saturation and mobilization in two typical Chinese greenhouse vegetable soils,,,Yusef Kianpoor Kalkhajeh,China,5.35,2.98,18.5,6160,1090,630.0000002,88
Phosphorus saturation and mobilization in two typical Chinese greenhouse vegetable soils,,,Yusef Kianpoor Kalkhajeh,China,4.56,3.26,18.8,5859.999998,1520,879.9999999,119
Phosphorus saturation and mobilization in two typical Chinese greenhouse vegetable soils,,,Yusef Kianpoor Kalkhajeh,China,4.94,3.17,20.7,7160.000002,1260,835,119
Phosphorus saturation and mobilization in two typical Chinese greenhouse vegetable soils,,,Yusef Kianpoor Kalkhajeh,China,8.03,2.32,9.55,1420,700.0000001,1020,157
Phosphorus saturation and mobilization in two typical Chinese greenhouse vegetable soils,,,Yusef Kianpoor Kalkhajeh,China,8.19,1.86,9.26,1100,530,1070,217
Phosphorus saturation and mobilization in two typical Chinese greenhouse vegetable soils,,,Yusef Kianpoor Kalkhajeh,China,8.3,2.29,9.1,1310,474.9999999,1580,253
Phosphorus saturation and mobilization in two typical Chinese greenhouse vegetable soils,,,Yusef Kianpoor Kalkhajeh,China,7.34,3.21,9.3,949.9999998,435,1660,349
Phosphorus saturation and mobilization in two typical Chinese greenhouse vegetable soils,,,Yusef Kianpoor Kalkhajeh,China,7.43,3.62,9.47,1290,455,2740,719
Nawara,,,,,,,,3175.2,1085.4,102.3,3.3
Nawara,,,,,,,,1344,461.7,65.1,3.4
Nawara,,,,,,,,3108,1053,133.3,4.2
Nawara,,,,,,,,207.2,224.1,21.7,4.3
Nawara,,,,,,,,324.8,604.8,27.9,4.5
Nawara,,,,,,,,1237.6,596.7,86.8,4.5
Nawara,,,,,,,,1523.2,702,114.7,4.6
Nawara,,,,,,,,3068.8,1004.4,117.8,4.8
Nawara,,,,,,,,252,602.1,27.9,5.1
Nawara,,,,,,,,3175.2,1155.6,148.8,5.2
Nawara,,,,,,,,1400,612.9,114.7,5.4
Nawara,,,,,,,,3018.4,1139.4,124,5.7
Nawara,,,,,,,,3035.2,1125.9,139.5,5.8
Nawara,,,,,,,,1332.8,753.3,170.5,5.9
Nawara,,,,,,,,2861.6,1085.4,105.4,6
Nawara,,,,,,,,1416.8,734.4,158.1,6.1
Nawara,,,,,,,,2850.4,1109.7,142.6,6.2
Nawara,,,,,,,,1971.2,696.6,93,6.5
Nawara,,,,,,,,302.4,963.9,43.4,6.6
Nawara,,,,,,,,1428,602.1,111.6,6.7
Nawara,,,,,,,,352.8,1196.1,37.2,6.9
Nawara,,,,,,,,3108,1071.9,148.8,6.9
Nawara,,,,,,,,2928.8,1096.2,142.6,7.1
Nawara,,,,,,,,1584.8,710.1,114.7,7.1
Nawara,,,,,,,,2732.8,985.5,148.8,7.2
Nawara,,,,,,,,218.4,329.4,24.8,7.3
Nawara,,,,,,,,240.8,737.1,34.1,7.6
Nawara,,,,,,,,1260,637.2,108.5,7.6
Nawara,,,,,,,,1540,639.9,114.7,7.7
Nawara,,,,,,,,3746.4,1088.1,251.1,8.1
Nawara,,,,,,,,1433.6,747.9,179.8,8.5
Nawara,,,,,,,,1450.4,715.5,148.8,8.6
Nawara,,,,,,,,1416.8,629.1,130.2,8.7
Nawara,,,,,,,,1657.6,623.7,127.1,8.8
Nawara,,,,,,,,1450.4,801.9,204.6,9
Nawara,,,,,,,,2531.2,599.4,158.1,9.1
Nawara,,,,,,,,1534.4,688.5,120.9,9.3
Nawara,,,,,,,,1377.6,702,173.6,9.6
Nawara,,,,,,,,2570.4,561.6,148.8,9.6
Nawara,,,,,,,,3488.8,664.2,124,9.7
Nawara,,,,,,,,2430.4,575.1,145.7,9.8
Nawara,,,,,,,,2436,626.4,148.8,9.9
Nawara,,,,,,,,229.6,558.9,34.1,10
Nawara,,,,,,,,2419.2,607.5,148.8,10
Nawara,,,,,,,,3147.2,1088.1,155,10.1
Nawara,,,,,,,,3326.4,1201.5,204.6,10.1
Nawara,,,,,,,,3505.6,688.5,127.1,10.2
Nawara,,,,,,,,3203.2,1055.7,155,10.3
Nawara,,,,,,,,2492,637.2,158.1,10.4
Nawara,,,,,,,,2620.8,583.2,167.4,10.5
Nawara,,,,,,,,3259.2,669.6,127.1,10.6
Nawara,,,,,,,,190.4,191.7,31,10.7
Nawara,,,,,,,,2228.8,561.6,158.1,10.7
Nawara,,,,,,,,3068.8,1134,201.5,10.9
Nawara,,,,,,,,1551.2,747.9,148.8,11.7
Nawara,,,,,,,,1461.6,575.1,124,11.8
Nawara,,,,,,,,2234.4,580.5,158.1,11.8
Nawara,,,,,,,,3740.8,658.8,148.8,12.2
Nawara,,,,,,,,2251.2,583.2,161.2,12.2
Nawara,,,,,,,,2766.4,720.9,217,12.3
Nawara,,,,,,,,2766.4,720.9,217,12.3
Nawara,,,,,,,,2766.4,720.9,217,12.3
Nawara,,,,,,,,2766.4,720.9,217,12.3
Nawara,,,,,,,,2766.4,720.9,217,12.3
Nawara,,,,,,,,3220,677.7,136.4,12.3
Nawara,,,,,,,,1573.6,610.2,155,12.7
Nawara,,,,,,,,3740.8,718.2,145.7,12.7
Nawara,,,,,,,,2856,993.6,204.6,12.8
Nawara,,,,,,,,2452.8,618.3,186,12.8
Nawara,,,,,,,,2363.2,577.8,167.4,13
Nawara,,,,,,,,196,275.4,43.4,13.4
Nawara,,,,,,,,3354.4,623.7,148.8,13.4
Nawara,,,,,,,,2368.8,623.7,167.4,13.4
Nawara,,,,,,,,1680,642.6,179.8,13.5
Nawara,,,,,,,,2161.6,710.1,127.1,13.6
Nawara,,,,,,,,2486.4,847.8,362.7,13.7
Nawara,,,,,,,,2486.4,847.8,362.7,13.7
Nawara,,,,,,,,2486.4,847.8,362.7,13.7
Nawara,,,,,,,,2486.4,847.8,362.7,13.7
Nawara,,,,,,,,2486.4,847.8,362.7,13.7
Nawara,,,,,,,,3589.6,664.2,155,13.7
Nawara,,,,,,,,2968,1017.9,176.7,13.8
Nawara,,,,,,,,1366.4,513,120.9,13.9
Nawara,,,,,,,,3696,1104.3,294.5,14
Nawara,,,,,,,,1204,607.5,133.3,14.2
Nawara,,,,,,,,3326.4,631.8,145.7,14.2
Nawara,,,,,,,,3180.8,1007.1,176.7,14.9
Nawara,,,,,,,,3701.6,631.8,167.4,14.9
Nawara,,,,,,,,1237.6,410.4,173.6,15
Nawara,,,,,,,,2122.4,626.4,201.5,15.1
Nawara,,,,,,,,2122.4,626.4,201.5,15.1
Nawara,,,,,,,,2122.4,626.4,201.5,15.1
Nawara,,,,,,,,2122.4,626.4,201.5,15.1
Nawara,,,,,,,,2122.4,626.4,201.5,15.1
Nawara,,,,,,,,2464,594,182.9,15.1
Nawara,,,,,,,,2340.8,799.2,158.1,15.4
Nawara,,,,,,,,3656.8,696.6,158.1,15.5
Nawara,,,,,,,,3074.4,1069.2,189.1,15.8
Nawara,,,,,,,,3175.2,1125.9,213.9,16.1
Nawara,,,,,,,,3136,1128.6,201.5,16.2
Nawara,,,,,,,,2077.6,612.9,217,16.3
Nawara,,,,,,,,2077.6,612.9,217,16.3
Nawara,,,,,,,,2077.6,612.9,217,16.3
Nawara,,,,,,,,2077.6,612.9,217,16.3
Nawara,,,,,,,,2077.6,612.9,217,16.3
Nawara,,,,,,,,1545.6,629.1,170.5,16.6
Nawara,,,,,,,,3740.8,1101.6,319.3,16.6
Nawara,,,,,,,,3068.8,1012.5,201.5,16.7
Nawara,,,,,,,,1640.8,618.3,182.9,17.4
Nawara,,,,,,,,2956.8,969.3,192.2,17.7
Nawara,,,,,,,,2167.2,621,217,17.9
Nawara,,,,,,,,2167.2,621,217,17.9
Nawara,,,,,,,,2167.2,621,217,17.9
Nawara,,,,,,,,2167.2,621,217,17.9
Nawara,,,,,,,,2167.2,621,217,17.9
Nawara,,,,,,,,3589.6,618.3,164.3,18.5
Nawara,,,,,,,,957.6,410.4,179.8,18.6
Nawara,,,,,,,,1601.6,604.8,204.6,19
Nawara,,,,,,,,2800,1036.8,201.5,19.1
Nawara,,,,,,,,1668.8,607.5,198.4,19.3
Nawara,,,,,,,,1747.2,631.8,195.3,19.4
Nawara,,,,,,,,1685.6,618.3,251.1,19.7
Nawara,,,,,,,,1657.6,653.4,207.7,19.9
Nawara,,,,,,,,1685.6,634.5,186,20
Nawara,,,,,,,,2318.4,591.3,207.7,20
Nawara,,,,,,,,481.6,702,71.3,20.1
Nawara,,,,,,,,2900.8,1004.4,210.8,20.1
Nawara,,,,,,,,2900.8,855.9,241.8,20.2
Nawara,,,,,,,,2900.8,855.9,241.8,20.2
Nawara,,,,,,,,2900.8,855.9,241.8,20.2
Nawara,,,,,,,,2900.8,855.9,241.8,20.2
Nawara,,,,,,,,2900.8,855.9,241.8,20.2
Nawara,,,,,,,,184.8,210.6,40.3,20.3
Nawara,,,,,,,,1646.4,661.5,207.7,20.4
Nawara,,,,,,,,3388,637.2,167.4,20.6
Nawara,,,,,,,,543.2,642.6,77.5,20.7
Nawara,,,,,,,,3315.2,1074.6,251.1,20.8
Nawara,,,,,,,,1820,661.5,201.5,21.6
Nawara,,,,,,,,2357.6,607.5,288.3,21.8
Nawara,,,,,,,,431.2,1115.1,77.5,21.8
Nawara,,,,,,,,218.4,348.3,65.1,21.9
Nawara,,,,,,,,1517.6,556.2,189.1,22.2
Nawara,,,,,,,,940.8,413.1,192.2,22.5
Nawara,,,,,,,,151.2,232.2,46.5,22.5
Nawara,,,,,,,,1495.2,731.7,244.9,22.5
Nawara,,,,,,,,1663.2,623.7,210.8,22.5
Nawara,,,,,,,,3259.2,1061.1,275.9,22.7
Nawara,,,,,,,,1691.2,642.6,223.2,22.8
Nawara,,,,,,,,2290.4,615.6,217,22.9
Nawara,,,,,,,,750.4,318.6,148.8,23
Nawara,,,,,,,,756,324,170.5,23.2
Nawara,,,,,,,,1724.8,631.8,220.1,23.6
Nawara,,,,,,,,996.8,399.6,176.7,23.7
Nawara,,,,,,,,2945.6,1007.1,254.2,23.7
Nawara,,,,,,,,2447.2,631.8,220.1,23.7
Nawara,,,,,,,,3438.4,1093.5,272.8,24
Nawara,,,,,,,,946.4,434.7,207.7,24.2
Nawara,,,,,,,,1064,356.4,170.5,24.6
Nawara,,,,,,,,2760.8,901.8,220.1,25
Nawara,,,,,,,,1344,672.3,220.1,25.1
Nawara,,,,,,,,3729.6,1088.1,294.5,25.4
Nawara,,,,,,,,1948.8,626.4,297.6,25.8
Nawara,,,,,,,,1422.4,553.5,182.9,26.3
Nawara,,,,,,,,2195.2,494.1,279,26.9
Nawara,,,,,,,,2195.2,494.1,279,26.9
Nawara,,,,,,,,2195.2,494.1,279,26.9
Nawara,,,,,,,,2195.2,494.1,279,26.9
Nawara,,,,,,,,1450.4,702,213.9,27.3
Nawara,,,,,,,,3287.2,1074.6,248,27.3
Nawara,,,,,,,,2245.6,604.8,220.1,27.3
Nawara,,,,,,,,2329.6,507.6,288.3,27.3
Nawara,,,,,,,,2329.6,507.6,288.3,27.3
Nawara,,,,,,,,2329.6,507.6,288.3,27.3
Nawara,,,,,,,,2329.6,507.6,288.3,27.3
Nawara,,,,,,,,246.4,699.3,77.5,28.1
Nawara,,,,,,,,1624,653.4,220.1,28.5
Nawara,,,,,,,,1814.4,650.7,235.6,28.6
Nawara,,,,,,,,896,388.8,201.5,28.8
Nawara,,,,,,,,1747.2,626.4,244.9,29.2
Nawara,,,,,,,,3068.8,1044.9,266.6,29.7
Nawara,,,,,,,,1573.6,577.8,220.1,29.7
Nawara,,,,,,,,3147.2,1107,291.4,29.9
Nawara,,,,,,,,1260,504.9,226.3,30.1
Nawara,,,,,,,,1999.2,691.2,353.4,30.4
Nawara,,,,,,,,1988,629.1,334.8,30.9
Nawara,,,,,,,,1629.6,621,226.3,30.9
Nawara,,,,,,,,3365.6,1136.7,303.8,31.9
Nawara,,,,,,,,3640,653.4,210.8,32.1
Nawara,,,,,,,,1635.2,583.2,235.6,32.6
Nawara,,,,,,,,2016,572.4,310,32.8
Nawara,,,,,,,,1663.2,621,238.7,32.9
Nawara,,,,,,,,3427.2,669.6,201.5,33.1
Nawara,,,,,,,,3068.8,1015.2,254.2,33.2
Nawara,,,,,,,,1596,604.8,248,33.6
Nawara,,,,,,,,2772,980.1,275.9,34
Nawara,,,,,,,,1982.4,594,362.7,34.2
Nawara,,,,,,,,1489.6,591.3,248,34.2
Nawara,,,,,,,,2441.6,650.7,362.7,34.3
Nawara,,,,,,,,1932,629.1,347.2,34.5
Nawara,,,,,,,,2648.8,731.7,306.9,34.8
Nawara,,,,,,,,2648.8,731.7,306.9,34.8
Nawara,,,,,,,,2648.8,731.7,306.9,34.8
Nawara,,,,,,,,2648.8,731.7,306.9,34.8
Nawara,,,,,,,,2648.8,731.7,306.9,34.8
Nawara,,,,,,,,2738.4,880.2,306.9,34.9
Nawara,,,,,,,,2738.4,880.2,306.9,34.9
Nawara,,,,,,,,2738.4,880.2,306.9,34.9
Nawara,,,,,,,,2738.4,880.2,306.9,34.9
Nawara,,,,,,,,2738.4,880.2,306.9,34.9
Nawara,,,,,,,,3556,656.1,210.8,34.9
Nawara,,,,,,,,694.4,318.6,186,35.1
Nawara,,,,,,,,2665.6,729,294.5,35.2
Nawara,,,,,,,,2665.6,729,294.5,35.2
Nawara,,,,,,,,2665.6,729,294.5,35.2
Nawara,,,,,,,,2665.6,729,294.5,35.2
Nawara,,,,,,,,2665.6,729,294.5,35.2
Nawara,,,,,,,,201.6,453.6,105.4,35.4
Nawara,,,,,,,,1842.4,718.2,403,36.2
Nawara,,,,,,,,1859.2,691.2,409.2,36.5
Nawara,,,,,,,,1635.2,596.7,238.7,36.6
Nawara,,,,,,,,3410.4,637.2,220.1,37.3
Nawara,,,,,,,,1971.2,618.3,337.9,37.4
Nawara,,,,,,,,2010.4,594,344.1,37.5
Nawara,,,,,,,,1915.2,666.9,390.6,37.9
Nawara,,,,,,,,2592.8,639.9,313.1,38.1
Nawara,,,,,,,,2592.8,639.9,313.1,38.1
Nawara,,,,,,,,2592.8,639.9,313.1,38.1
Nawara,,,,,,,,2592.8,639.9,313.1,38.1
Nawara,,,,,,,,2592.8,639.9,313.1,38.1
Nawara,,,,,,,,2212,715.5,285.2,38.7
Nawara,,,,,,,,2212,715.5,285.2,38.7
Nawara,,,,,,,,2212,715.5,285.2,38.7
Nawara,,,,,,,,2212,715.5,285.2,38.7
Nawara,,,,,,,,2212,715.5,285.2,38.7
Nawara,,,,,,,,1696.8,615.6,260.4,38.9
Nawara,,,,,,,,1948.8,642.6,393.7,40.9
Nawara,,,,,,,,1142.4,429.3,288.3,41.4
Nawara,,,,,,,,3897.6,666.9,244.9,41.6
Nawara,,,,,,,,2077.6,639.9,412.3,44.4
Nawara,,,,,,,,207.2,326.7,105.4,44.4
Nawara,,,,,,,,761.6,359.1,210.8,45.2
Nawara,,,,,,,,1926.4,629.1,418.5,45.4
Nawara,,,,,,,,890.4,399.6,263.5,45.8
Nawara,,,,,,,,2284.8,518.4,356.5,46.4
Nawara,,,,,,,,2284.8,518.4,356.5,46.4
Nawara,,,,,,,,2284.8,518.4,356.5,46.4
Nawara,,,,,,,,2284.8,518.4,356.5,46.4
Nawara,,,,,,,,767.2,356.4,254.2,47.4
Nawara,,,,,,,,218.4,531.9,133.3,48
Nawara,,,,,,,,2872.8,912.6,347.2,49.1
Nawara,,,,,,,,2872.8,912.6,347.2,49.1
Nawara,,,,,,,,2872.8,912.6,347.2,49.1
Nawara,,,,,,,,2872.8,912.6,347.2,49.1
Nawara,,,,,,,,2872.8,912.6,347.2,49.1
Nawara,,,,,,,,2228.8,499.5,331.7,49.5
Nawara,,,,,,,,2228.8,499.5,331.7,49.5
Nawara,,,,,,,,2228.8,499.5,331.7,49.5
Nawara,,,,,,,,2228.8,499.5,331.7,49.5
Nawara,,,,,,,,968.8,445.5,266.6,50.2
Nawara,,,,,,,,700,342.9,248,56.4
Nawara,,,,,,,,2637.6,837,362.7,57.4
Nawara,,,,,,,,2637.6,837,362.7,57.4
Nawara,,,,,,,,2637.6,837,362.7,57.4
Nawara,,,,,,,,2637.6,837,362.7,57.4
Nawara,,,,,,,,2637.6,837,362.7,57.4
Nawara,,,,,,,,2357.6,750.6,387.5,57.5
